index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
220,Filed By,"Midcontinent Independent System Operator, Inc.",10/12/2021,0,20211012-5703 Go to Doc InfoGo to File List,"Comments of Midcontinent Independent System Operator, Inc. under RM21-17.",20211012-5703
221,Filed By,"Utility Intervention Unit, New York State Department of Stat",10/12/2021,0,20211012-5704 Go to Doc InfoGo to File List,"Comments of Utility Intervention Unit, New York State Department of State under RM21-17.",20211012-5704
222,Filed By,"Southwest Power Pool, Inc.",10/12/2021,0,20211012-5705 Go to Doc InfoGo to File List,"Comments of Southwest Power Pool, Inc. under RM21-17.",20211012-5705
223,Filed By,New England for Offshore Wind,10/12/2021,0,20211012-5661 Go to Doc InfoGo to File List,Comments of New England for Offshore Wind Coalition on the Transmission Reform Advance Notice of Proposed Rulemaking RM21-17.,20211012-5661
224,Filed By,Southwest Power Pool Regional State Committee,10/12/2021,0,20211012-5663 Go to Doc InfoGo to File List,Comments of Southwest Power Pool Regional State Committee under RM21-17.,20211012-5663
225,Filed By,Individual No Affiliation,10/12/2021,0,20211012-5655 Go to Doc InfoGo to File List,Comment of Oklahoma Corporation Commissioner Dana Murphy under RM21-17.,20211012-5655
226,Filed By,Mississippi Public Service Commission Mississippi Public Utilities Staff,10/12/2021,0,20211012-5657 Go to Doc InfoGo to File List,Comments of the Mississippi Public Service Commission and the Mississippi Public Utilities Staff under RM21-17.,20211012-5657
227,Filed By,"EDF Renewables, Inc.",10/12/2021,0,20211012-5664 Go to Doc InfoGo to File List,"Comments of EDF Renewables, Inc. under RM21-17.",20211012-5664
228,Filed By,North Carolina Utilities Commission,10/12/2021,0,20211012-5665 Go to Doc InfoGo to File List,Comments of North Carolina Utilities Commission under RM21-17.,20211012-5665
232,Filed By,New England States Committee on Electricity,10/12/2021,0,20211012-5597 Go to Doc InfoGo to File List,Initial Comments of the New England States Committee on Electricity (NESCOE) under RM21-17.,20211012-5597
233,Filed By,Louisville Gas and Electric Co./ Kentucky Utilities Co.,10/12/2021,0,20211012-5615 Go to Doc InfoGo to File List,Comments of Louisville Gas and Electric Company and Kentucky Utilities Company under RM21-17.,20211012-5615
234,Filed By,Business Council for Sustainable Energy,10/12/2021,0,20211012-5616 Go to Doc InfoGo to File List,Comment of Business Council for Sustainable Energy under RM21-17.,20211012-5616
235,Filed By,RMI,10/12/2021,0,20211012-5619 Go to Doc InfoGo to File List,RMI Comments on FERC Transmission Advance Notice of Proposed Rulemaking under RM21-17.,20211012-5619
236,Filed By,National Grid,10/12/2021,0,20211012-5620 Go to Doc InfoGo to File List,Comments of National Grid under RM21-17.,20211012-5620
237,Filed By,Omaha Public Power District,10/12/2021,0,20211012-5625 Go to Doc InfoGo to File List,Advanced Notice of Proposed Rulemaking Comments of Omaha Public Power District under RM21-17.,20211012-5625
238,Filed By,National Association of State Energy Officials,10/12/2021,0,20211012-5626 Go to Doc InfoGo to File List,Comments of National Association of State Energy Officials under RM21-17.,20211012-5626
239,Filed By,Vermont Electric Power Company Vermont Transco L.L.C,10/12/2021,0,20211012-5642 Go to Doc InfoGo to File List,"Comment of Vermont Electric Power Company, et. al. under RM21-17.",20211012-5642
240,Filed By,California Department of Water Resources State Water Project,10/12/2021,0,20211012-5647 Go to Doc InfoGo to File List,Comments of California Department of Water Resources State Water Project under RM21-17.,20211012-5647
241,Filed By,"Potomac Economics, Ltd.",10/13/2021,0,20211013-5052 Go to Doc InfoGo to File List,"Comments of Potomac Economics, Limited under RM21-17.",20211013-5052
242,Filed By,"Ample, Inc.",10/13/2021,0,20211013-5053 Go to Doc InfoGo to File List,Ample Inc. comments on Advance Notice of Proposed Rulemaking RM21-17.,20211013-5053
243,Filed By,The Nature Conservancy,10/13/2021,0,20211013-5069 Go to Doc InfoGo to File List,Comments of The Nature Conservancy under RM21-17.,20211013-5069
244,Filed By,Grid United LLC,10/13/2021,0,20211013-5073 Go to Doc InfoGo to File List,Comments of Grid United LLC under RM21-17.,20211013-5073
246,Filed By,Association of Fish and Wildlife Agencies,10/13/2021,0,20211013-5086 Go to Doc InfoGo to File List,Comments of Association of Fish and Wildlife Agencies under RM21-17.,20211013-5086
247,Filed By,AMERICAN FARMLAND TRUST,10/13/2021,0,20211013-5088 Go to Doc InfoGo to File List,Comments of AMERICAN FARMLAND TRUST under RM21-17.,20211013-5088
248,Filed By,"LS Power Grid, LLC",10/13/2021,0,20211013-5092 Go to Doc InfoGo to File List,"Limited Supplemental Comments of LS Power Grid, LLC under RM21-17.",20211013-5092
250,Filed By,"ENVIRONMENTAL LAW & POLICY CENTER National Audubon Society DEFENDERS OF WILDLIFE , Vote Solar , Center for Renewables Integration , National Wildlife Federation ,",10/13/2021,0,20211013-5058 Go to Doc InfoGo to File List,"Comments of National Audubon Society, Environmental Law and Policy Center, Defenders of Wildlife, National Wildlife Federation, Center for Renewables Integration, and Vote Solar under RM21-17.",20211013-5058
251,Filed By,Missouri Farm Bureau,10/13/2021,0,20211013-5060 Go to Doc InfoGo to File List,Comments of Missouri Farm Bureau under RM21-17.,20211013-5060
252,Filed By,"QCoefficient, Inc. QCOEFFICIENT, INC.",10/14/2021,0,20211014-5011 Go to Doc InfoGo to File List,"Comments of QCoefficient, Inc. on the Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection, etc. under RM21-17.",20211014-5011
253,Filed By,Individual No Affiliation,10/18/2021,0,20211018-5022 Go to Doc InfoGo to File List,Comments of Mike Holly under RM21-17.,20211018-5022
254,Filed By,BRIDGELINK INVESTMENTS,10/18/2021,0,20211018-0008 Go to Doc InfoGo to File List,Comments of Bridgelink Investments re The Future of Transmission planning under RM21-17.,20211018-0008
257,Filed By,"Monitoring Analytics, LLC",11/01/2021,0,20211101-5267 Go to Doc InfoGo to File List,"Comments of the Independent Market Monitor for PJM Interconnection, L.L.C. under RM21-17.",20211101-5267
258,Filed By,Oklahoma Corporation Commission,11/01/2021,0,20211101-5289 Go to Doc InfoGo to File List,Reply Comments of Oklahoma Corporation Commission under RM21-17.,20211101-5289
260,Filed By,American Electric Power Service Corporation,11/02/2021,0,20211102-5148 Go to Doc InfoGo to File List,Pre-Technical Conference Comments of Karman Ali on Behalf of American Electric Power Service Corporation under RM21-17.,20211102-5148
265,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5167 Go to Doc InfoGo to File List,Comments of Brandon Crawford and Law Students under RM21-17.,20211109-5167
266,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5151 Go to Doc InfoGo to File List,Reply Comments of Mike Holly under RM21-17.,20211109-5151
268,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5107 Go to Doc InfoGo to File List,Reply Comment of Handy Law under RM21-17.,20211109-5107
269,Filed By,Office of the Attorney General of Virginia,11/09/2021,0,20211109-5188 Go to Doc InfoGo to File List,Reply Comments of the Virginia Office of the Attorney General under RM21-17.,20211109-5188
271,Filed By,United States Department of Energy - Headquarters,11/10/2021,0,20211110-5173 Go to Doc InfoGo to File List,"Pre-Technical Conference Comments of Michelle Manary, Department of Energy under RM21-17.",20211110-5173
273,Filed By,Clean Coalition,11/10/2021,0,20211110-5004 Go to Doc InfoGo to File List,Comments of Clean Coalition under RM21-17..,20211110-5004
274,Filed By,Foundation for Resilient Societies,11/12/2021,0,20211112-5137 Go to Doc InfoGo to File List,Reply Comments of the Foundation for Resilient Societies under RM21-17.,20211112-5137
277,Filed By,"Potomac Economics, Ltd.",11/12/2021,0,20211112-5060 Go to Doc InfoGo to File List,"Reply Comments of Potomac Economics, Ltd. under RM21-17.",20211112-5060
285,Issued By,"SECRETARY OF THE COMMISSION, FERC",11/17/2021,0,20211117-3070 Go to Doc InfoGo to File List,Notice Inviting Post-Technical Conference Comments re Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.,20211117-3070
287,Filed By,Schulte Associates LLC,11/23/2021,0,20211123-5062 Go to Doc InfoGo to File List,Reply Comments of Power from the Prairie LLC under RM21-17.,20211123-5062
288,Filed By,Maryland Public Service Commission,11/24/2021,0,20211124-5134 Go to Doc InfoGo to File List,Reply Comments of Maryland Public Service Commission under RM21-17.,20211124-5134
289,Filed By,CONNECTICUT ATTORNEY GENERAL WILLIAM TONG Connecticut Department of Energy and Environmental Protectio,11/26/2021,0,20211126-5115 Go to Doc InfoGo to File List,"Reply Comments of Connecticut Attorney General William Tong, et. al. under RM21-17.",20211126-5115
290,Filed By,New England States Committee on Electricity,11/30/2021,0,20211130-5042 Go to Doc InfoGo to File List,Reply Comments of the New England States Committee on Electricity under RM21-17.,20211130-5042
291,Filed By,Clean Energy Buyers Association,11/30/2021,0,20211130-5102 Go to Doc InfoGo to File List,Reply Comments of Clean Energy Buyers Association under RM21-17.,20211130-5102
292,Filed By,Great River Energy,11/30/2021,0,20211130-5052 Go to Doc InfoGo to File List,Reply Comments of Great River Energy under RM21-17.,20211130-5052
293,Filed By,Consumer Organizations,11/30/2021,0,20211130-5018 Go to Doc InfoGo to File List,Joint Reply Comments of Consumer Organizations under RM21-17.,20211130-5018
294,Filed By,UNION OF CONCERNED SCIENTISTS,11/30/2021,0,20211130-5007 Go to Doc InfoGo to File List,Reply Comments of Union of Concerned Scientists under RM21-17.,20211130-5007
295,Filed By,"New York Independent System Operator, Inc.",11/30/2021,0,20211130-5120 Go to Doc InfoGo to File List,"Reply Comments of New York Independent System Operator, Inc. under RM21-17.",20211130-5120
296,Filed By,"DTE Electric Company Alliant Energy Corporate Services, Inc. Consumers Energy Company ,",11/30/2021,0,20211130-5118 Go to Doc InfoGo to File List,"Reply Comment of Alliant Energy Corporate Services, Inc., Consumers Energy Company and DTE Electric Company under RM21-17.",20211130-5118
297,Filed By,"Southwest Power Pool, Inc.",11/30/2021,0,20211130-5192 Go to Doc InfoGo to File List,"Reply Comments of Southwest Power Pool, Inc. under RM21-17.",20211130-5192
298,Filed By,R Street Institute,11/30/2021,0,20211130-5197 Go to Doc InfoGo to File List,Reply Comments of R Street Institute under RM21-17.,20211130-5197
299,Filed By,WIRES,11/30/2021,0,20211130-5189 Go to Doc InfoGo to File List,Reply Comments of Wires under RM21-17.,20211130-5189
300,Filed By,Industrial Customer Organizations,11/30/2021,0,20211130-5196 Go to Doc InfoGo to File List,Joint Reply Comments of the Industrial Customer Organizations under RM21-17.,20211130-5196
301,Filed By,"Organization of MISO States, Inc.",11/30/2021,0,20211130-5198 Go to Doc InfoGo to File List,"Reply Comments of the Organization of MISO States, Inc. under RM21-17.",20211130-5198
302,Filed By,Eversource Energy Service Company,11/30/2021,0,20211130-5132 Go to Doc InfoGo to File List,Reply Comments of Eversoure Energy Service Company under RM21-17.,20211130-5132
303,Filed By,American Council on Renewable Energy,11/30/2021,0,20211130-5133 Go to Doc InfoGo to File List,Reply Comments of The American Council on Renewable Energy under RM21-17.,20211130-5133
304,Filed By,"City of New York, New York",11/30/2021,0,20211130-5134 Go to Doc InfoGo to File List,"Reply Comments of City of New York, New York under RM21-17.",20211130-5134
305,Filed By,Sunflower Electric Power Corporation,11/30/2021,0,20211130-5137 Go to Doc InfoGo to File List,Post-Technical Conference Comments of Sunflower Electric Power Corporation under RM21-17.,20211130-5137
306,Filed By,Harvard Electricity Law Initiative,11/30/2021,0,20211130-5205 Go to Doc InfoGo to File List,Reply Comments of Harvard Electricity Law Initiative under RM21-17.,20211130-5205
307,Filed By,Electric Power Supply Association,11/30/2021,0,20211130-5220 Go to Doc InfoGo to File List,Reply Comments of Electric Power Supply Association under RM21-17.,20211130-5220
308,Filed By,"Shell Energy North America (U.S.), L.P.",11/30/2021,0,20211130-5241 Go to Doc InfoGo to File List,"Reply Comments of Shell Energy North America (US), LP and Shell Renewables and Energy Solutions under RM21-17.",20211130-5241
309,Filed By,American Public Power Association,11/30/2021,0,20211130-5245 Go to Doc InfoGo to File List,Reply Comments of the American Public Power Association under RM21-17.,20211130-5245
310,Filed By,"Midcontinent Independent System Operator, Inc.",11/30/2021,0,20211130-5246 Go to Doc InfoGo to File List,"Reply Comments of Midcontinent Independent System Operator, Inc. under RM21-17.",20211130-5246
311,Filed By,"International Transmission Company, et al.",11/30/2021,0,20211130-5218 Go to Doc InfoGo to File List,"Reply Comments of International Transmission Company, et al. under RM21-17.",20211130-5218
312,Filed By,"American Municipal Power, Inc.",11/30/2021,0,20211130-5253 Go to Doc InfoGo to File List,"Reply Comments of American Municipal Power, Inc. under RM21-17.",20211130-5253
313,Filed By,"Puget Sound Energy , Inc.",11/30/2021,0,20211130-5265 Go to Doc InfoGo to File List,"Reply Comments of Puget Sound Energy , Inc. under RM21-17.",20211130-5265
314,Filed By,Southern California Edison Company,11/30/2021,0,20211130-5266 Go to Doc InfoGo to File List,"Reply Comments of Southern California Edison on FERC's Advanced Notice of Proposed Rulemaking re Building for Future thru Electric Transmission Planning, Cost Allocation and Generator Interconnection under RM21-17.",20211130-5266
315,Filed By,"ENVIRONMENTAL LAW & POLICY CENTER Vote Solar Center for Renewables Integration , National Audubon Society , DEFENDERS OF WILDLIFE , National Wildlife Federation ,",11/30/2021,0,20211130-5271 Go to Doc InfoGo to File List,Reply Comments of Environmental and Renewable Energy Advocates under RM21-17.,20211130-5271
316,Filed By,Louisiana Public Service Commission,11/30/2021,0,20211130-5274 Go to Doc InfoGo to File List,Reply Comments of the Louisiana Public Service Commission under RM21-17.,20211130-5274
317,Filed By,American Electric Power Service Corporation,11/30/2021,0,20211130-5275 Go to Doc InfoGo to File List,Reply Comments of American Electric Power Service Corporation under RM21-17.,20211130-5275
318,Filed By,Indiana Utility Regulatory Commission,11/30/2021,0,20211130-5276 Go to Doc InfoGo to File List,Reply Comments of the Indiana Utility Regulatory Commission under RM21-17.,20211130-5276
319,Filed By,California Department of Water Resources State Water Project,11/30/2021,0,20211130-5257 Go to Doc InfoGo to File List,Reply Comments of the California Department of Water Resources State Water Project under RM21-17.,20211130-5257
320,Filed By,West Virginia Public Service Commission,11/30/2021,0,20211130-5261 Go to Doc InfoGo to File List,Reply Comments of Public Service Commission of West Virginia under RM21-17.,20211130-5261
321,Filed By,Ohio Consumers' Counsel,11/30/2021,0,20211130-5263 Go to Doc InfoGo to File List,Reply Comments for Protecting Consumers from Subsidizing Transmission Upgrades for Renewable Generation in Other States and from the Excessive Cost for Supplemental Transmission Projects of Office of the Ohio Consumers' Counsel under RM21-17.,20211130-5263
322,Filed By,CPUC,11/30/2021,0,20211130-5277 Go to Doc InfoGo to File List,Reply Comments of California Public Utilities Commission under RM21-17.,20211130-5277
323,Filed By,San Diego Gas and Electric Company,11/30/2021,0,20211130-5294 Go to Doc InfoGo to File List,Reply Comments of San Diego Gas and Electric Company under RM21-17.,20211130-5294
324,Filed By,American Clean Power Association Energy Storage Association,11/30/2021,0,20211130-5302 Go to Doc InfoGo to File List,Reply Comments of American Clean Power Association and Energy Storage Association under RM21-17.,20211130-5302
325,Filed By,Golden State Clean Energy,11/30/2021,0,20211130-5289 Go to Doc InfoGo to File List,Reply Comments of Golden State Clean Energy on Advance Notice of Proposed Rulemaking under RM21-17.,20211130-5289
326,Filed By,"Tri-State Generation and Transmission Association, Inc.",11/30/2021,0,20211130-5290 Go to Doc InfoGo to File List,"Reply Comments of Tri-State Generation and Transmission Association, Inc. under RM21-17.",20211130-5290
327,Filed By,Transmission Dependent Utility Systems,11/30/2021,0,20211130-5291 Go to Doc InfoGo to File List,Reply Comment of Certain Transmission Dependent Utility Systems under RM21-17.,20211130-5291
328,Filed By,Kansas Corporation Commission,11/30/2021,0,20211130-5293 Go to Doc InfoGo to File List,Reply and Post-Technical Conference Comments of the Kansas Corporation Commission under RM21-17.,20211130-5293
329,Filed By,Arizona Corporation Commission,11/30/2021,0,20211130-5295 Go to Doc InfoGo to File List,Reply Comments of Arizona Corporation Commission under RM21-17.,20211130-5295
330,Filed By,Office of the People's Counsel for the District of Columbia,11/30/2021,0,20211130-5296 Go to Doc InfoGo to File List,Reply Comments of Office of the People's Counsel for the District of Columbia on the Advanced Notice of Proposed Rulemaking under RM21-17.,20211130-5296
331,Filed By,"NextEra Energy, Inc.",11/30/2021,0,20211130-5300 Go to Doc InfoGo to File List,"Reply Comments of NextEra Energy, Inc. under RM21-17.",20211130-5300
332,Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Sustainable FERC Project Sierra Club , Western Resource Advocates , Conservation Law Foundation , Southface Institute , 350 New Orleans , Acadia Center , SOUTHERN ENVIRONMENTAL LAW CENTER , Northwest Energy Coalition , Fresh Energy ,",11/30/2021,0,20211130-5284 Go to Doc InfoGo to File List,Reply Comments of Public Interest Organizations under RM21-17.,20211130-5284
333,Filed By,"SOO Green HVDC Link ProjectCo, LLC",11/30/2021,0,20211130-5285 Go to Doc InfoGo to File List,"Reply Comments of SOO Green HVDC Link ProjectCo, LLC on Advance Notice of Proposed Rulemaking under RM21-17.",20211130-5285
334,Filed By,"PJM Interconnection, L.L.C.",11/30/2021,0,20211130-5286 Go to Doc InfoGo to File List,"Reply Comments of PJM Interconnection, L.L.C. under RM21-17.",20211130-5286
335,Filed By,Americans for a Clean Energy Grid,11/30/2021,0,20211130-5288 Go to Doc InfoGo to File List,Reply Comments of Americans for a Clean Energy Grid under RM21-17.,20211130-5288
336,Filed By,"Entergy Services, LLC Entergy Arkansas, LLC Entergy Louisiana, LLC , Entergy Mississippi, LLC , Entergy New Orleans, LLC , Entergy Texas, Inc. ,",11/30/2021,0,20211130-5282 Go to Doc InfoGo to File List,Reply Comments of the Entergy Operating Companies under RM21-17.,20211130-5282
337,Filed By,MISO Transmission Owners,11/30/2021,0,20211130-5287 Go to Doc InfoGo to File List,Reply Comments of the MISO Transmission Owners under RM21-17.,20211130-5287
338,Filed By,NewSun Energy,11/30/2021,0,20211130-5305 Go to Doc InfoGo to File List,Reply Comments of NewSun Energy under RM21-17.,20211130-5305
339,Filed By,Ameren Services Company,11/30/2021,0,20211130-5208 Go to Doc InfoGo to File List,Reply Comments of Ameren Services Company under RM21-17.,20211130-5208
340,Filed By,National Rural Electric Cooperative Association,11/30/2021,0,20211130-5210 Go to Doc InfoGo to File List,Reply Comments and Post-Technical Conference Comments of National Rural Electric Cooperative Association under RM21-17.,20211130-5210
341,Filed By,Edison Electric Institute,11/30/2021,0,20211130-5214 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM21-17.,20211130-5214
342,Filed By,"Associated Electric Cooperative, Inc. Dalton Utilities Duke Energy Carolinas, LLC and Duke Energy Progress, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company and Kentucky Utilities C , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Tennessee Valley Authority , Southern Company Services, Inc. ,",11/30/2021,0,20211130-5224 Go to Doc InfoGo to File List,Reply Comments of the Sponsors of the Southeastern Regional Transmission Planning Process under RM21-17.,20211130-5224
343,Filed By,Northwest & Intermountain Power Producers Coalition,11/30/2021,0,20211130-5226 Go to Doc InfoGo to File List,Reply Comments of Northwest & Intermountain Power Producers Coalition under RM21-17.,20211130-5226
344,Filed By,Advanced Energy Economy,11/30/2021,0,20211130-5227 Go to Doc InfoGo to File List,Reply Comments of Advanced Energy Economy under RM21-17.,20211130-5227
345,Filed By,Form Energy,11/30/2021,0,20211130-5230 Go to Doc InfoGo to File List,Reply Comments of Form Energy under RM21-17.,20211130-5230
346,Filed By,CTC Global Corporation,11/30/2021,0,20211130-5232 Go to Doc InfoGo to File List,Reply Comments of CTC Global Corporation on Advanced Notice of Proposed Rulemaking under RM21-17.,20211130-5232
347,Filed By,"LS Power Grid, LLC",11/30/2021,0,20211130-5239 Go to Doc InfoGo to File List,"Reply Comments of LS Power Grid, LLC under RM21-17.",20211130-5239
348,Filed By,"Enel North America, Inc.",11/30/2021,0,20211130-5034 Go to Doc InfoGo to File List,"Reply Comments of Enel North America, Inc. under RM21-17.",20211130-5034
349,Filed By,"Invenergy Transmission LLC Invenergy Wind Development North America LLC Invenergy Solar Development North America LLC ,",11/30/2021,0,20211130-5043 Go to Doc InfoGo to File List,"Reply Comments of Invenergy Transmission LLC, et. al. under RM21-17.",20211130-5043
350,Filed By,"Public Systems Massachusetts Municipal Wholesale Electric Company New Hampshire Electric Cooperative, Inc. , Connecticut Municipal Electric Energy Cooperative , Vermont Public Power Supply Authority ,",11/30/2021,0,20211130-5098 Go to Doc InfoGo to File List,"Reply Comments of Massachusetts Municipal Wholesale Electric Company, New Hampshire Electric Cooperative, Inc., Connecticut Municipal Electric Energy Cooperative, and Vermont Public Power Supply Authority under RM21-17.",20211130-5098
351,Filed By,Massachusetts Attorney General Maura Healey,11/30/2021,0,20211130-5099 Go to Doc InfoGo to File List,Reply Comments of Massachusetts Attorney General Maura Healey under RM21-17.,20211130-5099
352,Filed By,Electricity Consumers Resource Council,11/30/2021,0,20211130-5106 Go to Doc InfoGo to File List,Reply Comments of Electricity Consumers Resource Council under RM21-17.,20211130-5106
353,Filed By,WATT Coalition,11/30/2021,0,20211130-5107 Go to Doc InfoGo to File List,Reply Comments of the WATT Coalition under RM21-17.,20211130-5107
354,Filed By,Pacific Gas and Electric Company,11/30/2021,0,20211130-5100 Go to Doc InfoGo to File List,Reply Comments of Pacific Gas and Electric Company under RM21-17.,20211130-5100
355,Filed By,Indicated PJM Transmission Owners,11/30/2021,0,20211130-5162 Go to Doc InfoGo to File List,Reply Comments of The Indicated PJM Transmission Owners under RM21-17.,20211130-5162
356,Filed By,LADWP,11/30/2021,0,20211130-5163 Go to Doc InfoGo to File List,Reply Comments of Los Angeles Department of Water and Power on FERC's advanced notice of proposed rulemaking etc. under RM21-17.,20211130-5163
357,Filed By,"Dominion Energy Services, Inc.",11/30/2021,0,20211130-5164 Go to Doc InfoGo to File List,"Reply Comments of Dominion Energy Services, Inc. under RM21-17.",20211130-5164
358,Filed By,North Carolina Utilities Commission Public Staff,11/30/2021,0,20211130-5165 Go to Doc InfoGo to File List,Reply Comments of North Carolina Utilities Commission - Public Staff under RM21-17.,20211130-5165
359,Filed By,Vistra Energy Corp.,11/30/2021,0,20211130-5167 Go to Doc InfoGo to File List,Reply Comments of Vistra Corporation under RM21-17.,20211130-5167
360,Filed By,Developers Advocating Transmission Advancements,11/30/2021,0,20211130-5168 Go to Doc InfoGo to File List,Reply Comments of Developers Advocating Transmission Advancements under RM21-17.,20211130-5168
361,Filed By,"Institute for Policy Integrity, New York University School o",11/30/2021,0,20211130-5201 Go to Doc InfoGo to File List,Reply Comments of The Institute for Policy Integrity at New York University School of Law under RM21-17.,20211130-5201
362,Filed By,Solar Energy Industries Association,11/30/2021,0,20211130-5206 Go to Doc InfoGo to File List,Reply Comments of Solar Energy Industries Association under RM21-17.,20211130-5206
363,Filed By,Michigan Public Service Commission,11/30/2021,0,20211130-5207 Go to Doc InfoGo to File List,"Reply Comments of the Michigan Public Service Commission under RM21-17, et. al.",20211130-5207
364,Filed By,"Valley Electric Association, Inc.",11/30/2021,0,20211130-5209 Go to Doc InfoGo to File List,"Reply Comments of Valley Electric Association, Inc. under RM21-17.",20211130-5209
365,Filed By,Conservation Law Foundation Acadia Center,11/30/2021,0,20211130-5219 Go to Doc InfoGo to File List,Reply and Post-Technical Conference Comments of Acadia Center and Conservation Law Foundation under RM21-17.,20211130-5219
366,Filed By,Electricity Transmission Competition Coalition,11/30/2021,0,20211130-5221 Go to Doc InfoGo to File List,Reply Comments of the Electricity Transmission Competition Coalition under RM21-17.,20211130-5221
367,Filed By,California Independent System Operator Corporation,11/30/2021,0,20211130-5222 Go to Doc InfoGo to File List,Reply Comments of the California Independent System Operator Corporation under RM21-17.,20211130-5222
368,Filed By,Montana Public Service Commission,11/30/2021,0,20211130-5223 Go to Doc InfoGo to File List,Reply Comments of the Montana Public Service Commission under RM21-17.,20211130-5223
369,Filed By,"East Kentucky Power Cooperative, Inc.",11/30/2021,0,20211130-5231 Go to Doc InfoGo to File List,"Reply Comments of East Kentucky Power Cooperative, Inc. under RM21-17.",20211130-5231
370,Filed By,Resale Power Group of Iowa,11/30/2021,0,20211130-5236 Go to Doc InfoGo to File List,Reply Comments of the Resale Power Group of Iowa under RM21-17.,20211130-5236
371,Filed By,Individual No Affiliation,12/01/2021,0,20211201-5009 Go to Doc InfoGo to File List,Reply Comments of Kentucky PSC Chairman and Commissioner Kent A Chandler under RM21-17.,20211201-5009
372,Filed By,Grid United LLC,12/01/2021,0,20211201-5020 Go to Doc InfoGo to File List,Reply Comments of Grid United LLC under RM21-17. (Erroneously filed),20211201-5020
373,Filed By,Grid United LLC,12/01/2021,0,20211201-5270 Go to Doc InfoGo to File List,Reply Comments of Grid United LLC under RM21-17.,20211201-5270
374,Filed By,North Carolina Utilities Commission,12/01/2021,0,20211201-5021 Go to Doc InfoGo to File List,Reply Comments of North Carolina Utilities Commission under RM21-17.,20211201-5021
376,Filed By,Resale Power Group of Iowa,12/15/2021,0,20211215-5233 Go to Doc InfoGo to File List,Supplemental Comments of the Resale Power Group of Iowa under RM21-17.,20211215-5233
377,Filed By,"International Transmission Company, et al.",01/05/2022,0,20220105-5118 Go to Doc InfoGo to File List,"Limited Supplemental Reply Comments of International Transmission Company, et al. under RM21-17.",20220105-5118
378,Filed By,WIRES,01/11/2022,0,20220111-5129 Go to Doc InfoGo to File List,Supplemental Reply Comments of WIRES under RM21-17.,20220111-5129
384,Filed By,"American Clean Power Association Advanced Energy Economy Solar Energy Industries Association ,",02/14/2022,0,20220214-5227 Go to Doc InfoGo to File List,Comments of the Clean Energy Coalition under RM21-17.,20220214-5227
389,Filed By,CONGRESS OF THE UNITED STATES UNITED STATES SENATOR,04/25/2022,0,20220425-4002 Go to Doc InfoGo to File List,Comments of U.S. Congressmember Kathy Castor (FL) and 11 other Congressmembers under RM12-17.,20220425-4002
393,Filed By,US SENATOR MEMBER OF CONGRESS,05/10/2022,0,20220510-4000 Go to Doc InfoGo to File List,Comments of U.S. Senator Tina Smith et al re Realign Incentives to Promote Deployment of Advanced Transmission Technologies under RM21-17 et al.,20220510-4000
394,Filed By,"American Public Power Association National Rural Electric Cooperative Association Edison Electric Institute , Southwest Power Pool Inc. , Midcontinent Independent System Operator, Inc. , New York Independent System Operator, Inc. , California Independent System Operator Corporation , PJM Interconnection, L.L.C. , ISO New England Inc. ,",05/10/2022,0,20220510-5126 Go to Doc InfoGo to File List,Motion of the ISO/RTO Council and Trade Associations for Extension of Time to Submit Comments and Request for Expedited Action under RM21-17.,20220510-5126
395,Filed By,"Mississippi Public Service Commission Mississippi Public Utilities Staff Arkansas Public Service Commission , Louisiana Public Service Commission , Council of the City New Orleans ,",05/13/2022,0,20220513-5035 Go to Doc InfoGo to File List,Comments of the MISO South Regulators in Support of ISO/RTO Council and Trade Associations' Motion for Extension of Time to Submit Comments and Request for Expedited Action under RM21-17.,20220513-5035
398,Filed By,Western Interstate Energy Board,05/23/2022,0,20220523-5154 Go to Doc InfoGo to File List,Comments From Western State Regional Representatives In Support Of The National Association Of Regulatory Utility Commissioners’ Motion For An Extension Of Time To Submit Comments under RM21-17.,20220523-5154
400,Filed By,"American Clean Power Association Advanced Energy Economy Solar Energy Industries Association , American Council on Renewable Energy ,",06/01/2022,0,20220601-5320 Go to Doc InfoGo to File List,Comments of Clean Energy Coalition under AD21-15 et. al.,20220601-5320
401,Filed By,Large Public Power Council,06/06/2022,0,20220606-5215 Go to Doc InfoGo to File List,Comment of Large Public Power Council under RM21-17.,20220606-5215
405,Filed By,Smart Electric Power Alliance,07/08/2022,0,20220708-5010 Go to Doc InfoGo to File List,Comments of Smart Electric Power Alliance under RM21-17.,20220708-5010
406,Filed By,Tabors Caramanis Rudkevich,07/18/2022,0,20220718-5106 Go to Doc InfoGo to File List,Comments of Tabors Caramanis Rudkevich under RM21-17.,20220718-5106
