Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,"PSEG Energy Resources & Trade LLC Public Service Electric and Gas Company PSEG Power LLC ,",09/29/2010,0,20100929-5437 Go to Doc InfoGo to File List,Comments of the PSEG Companies under RM10-23-000.
Filed By,Midwest ISO Transmission Owners,09/29/2010,0,20100929-5439 Go to Doc InfoGo to File List,Comments of The Midwest ISO Transmission Owners under RM10-23-000.
Filed By,Western Area Power Administration,09/29/2010,0,20100929-5435 Go to Doc InfoGo to File List,Comments of the Western Area Power Administration under RM10-23-000.
Filed By,Oklahoma Gas and Electric Company,09/29/2010,0,20100929-5440 Go to Doc InfoGo to File List,Comments of Oklahoma Gas and Electric Company under RM10-23-000.
Filed By,"PJM Interconnection, L.L.C.",09/29/2010,0,20100929-5443 Go to Doc InfoGo to File List,"Comment of PJM Interconnection, L.L.C. under RM10-23-000."
Filed By,Individual No Affiliation,09/29/2010,0,20100929-5446 Go to Doc InfoGo to File List,Comment of Governors of Delaware and Maryland under RM10-23-000.
Filed By,Nevada Power Company and SierraPacific Power Company,09/29/2010,0,20100929-5438 Go to Doc InfoGo to File List,Comment of Nevada Power Company and Sierra Pacific Power Company under RM10-23-000.
Filed By,New York State Public Service Commission,09/29/2010,0,20100929-5441 Go to Doc InfoGo to File List,Comment of the New York State Public Service Commission under RM10-23-000.
Filed By,Energy Future Coalition,09/29/2010,0,20100929-5447 Go to Doc InfoGo to File List,COMMENTS OF THE ENERGY FUTURE COALITION GROUP UNDER RM10-23-000.
Filed By,City and County of San Francisco,09/29/2010,0,20100929-5449 Go to Doc InfoGo to File List,Initial Comments of City and County of San Francisco under RM10-23-000.
Filed By,Individual No Affiliation,09/29/2010,0,20100929-5450 Go to Doc InfoGo to File List,Comment of The Wind Coalition RM10-23-000.
Filed By,Transmission Access Policy Study Group,09/29/2010,0,20100929-5452 Go to Doc InfoGo to File List,Comments of Transmission Access Policy Study Group under RM10-23-000.
Filed By,"ALLETE, Inc.",09/29/2010,0,20100929-5456 Go to Doc InfoGo to File List,"Comment of ALLETE, Inc. under RM10-23-000."
Filed By,"Atlantic Grid Development, LLC",09/29/2010,0,20100929-5451 Go to Doc InfoGo to File List,"Comment of Atlantic Grid Development, LLC on Behalf of the Atlantic Wind Connection in Support of Notice of Proposed Rulemaking under RM10-23-000."
Filed By,California Municipal Utilities Association,09/29/2010,0,20100929-5453 Go to Doc InfoGo to File List,Initial Comments of California Municipal Utilities Association under RM10-23-000.
Filed By,Exelon Corporation,09/29/2010,0,20100929-5455 Go to Doc InfoGo to File List,Comments of Exelon Corporation under RM10-23-000.
Filed By,Energy Consulting Group LLC,09/29/2010,0,20100929-5457 Go to Doc InfoGo to File List,Comments of Energy Consulting Group LLC under RM10-23-000.
Filed By,TDU SYSTEMS,09/29/2010,0,20100929-5459 Go to Doc InfoGo to File List,Comment of TDU SYSTEMS under RM10-23-000.
Filed By,Public Interest Organizations,09/29/2010,0,20100929-5461 Go to Doc InfoGo to File List,Comment of Land Trust Alliance under RM10-23-000.
Filed By,Wisconsin Public Service Corporation,09/29/2010,0,20100929-5411 Go to Doc InfoGo to File List,INTEGRYS COMPANIES' COMMENTS ON NOTICE OF PROPOSED RULEMAKING CONCERNING REGIONAL TRANSMISSION PLANNING AND COST ALLOCATION under RM10-23-000.
Filed By,"SENATE, UNITED STATES",09/29/2010,0,20100930-0008 Go to Doc InfoGo to File List,Comments from Senator Byron Dorgan and Senator Harry Reid re the Commission's Rulemaking on Transmission Planning and Cost Allocation under RM10-23.
Filed By,Ad Hoc Coalition of Southeastern Utilities,09/29/2010,0,20100929-5085 Go to Doc InfoGo to File List,Comment of Ad Hoc Coalition of Southeastern Utilities under RM10-23.
Filed By,Omaha Public Power District,09/29/2010,0,20100929-5088 Go to Doc InfoGo to File List,Comment of Omaha Public Power District under RM10-23.
Filed By,Northern Tier Transmission Group,09/29/2010,0,20100929-5086 Go to Doc InfoGo to File List,Comments of Northern Tier Transmission Group under RM10-23.
Filed By,Wisconsin Electric Power Company,09/29/2010,0,20100929-5087 Go to Doc InfoGo to File List,Comment of Wisconsin Electric Power Company under RM10-23.
Filed By,Federal Trade Commission,09/29/2010,0,20100929-5104 Go to Doc InfoGo to File List,Comment of Federal Trade Commission under RM10-23.
Filed By,Ohio Consumers' Counsel,09/29/2010,0,20100929-5109 Go to Doc InfoGo to File List,Comments of the Office of the Ohio Consumers' Counsel and the West Virginia Consumer Advocate Division under RM10-23.
Filed By,Pennsylvania Public Utility Commission,09/29/2010,0,20100929-5107 Go to Doc InfoGo to File List,Comments of Pennsylvania Public Utility Commission under RM10-23.
Filed By,National Audubon Society,09/29/2010,0,20100929-5115 Go to Doc InfoGo to File List,Comments of National Audubon Society on Notice of Proposed Rulemaking Regarding Transmission Planning and Cost Allocation byy Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Public Power Council,09/29/2010,0,20100929-5326 Go to Doc InfoGo to File List,Comments of Public Power Council Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Six Cities CA,09/29/2010,0,20100929-5327 Go to Doc InfoGo to File List,"Comments on Behalf of the Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, CA under RM10-23."
Filed By,"Avista Corporation Puget Sound Energy, Inc.",09/29/2010,0,20100929-5328 Go to Doc InfoGo to File List,"Joint Comments of Avista Corporation and Puget Sound Energy, Inc. on the Notice of Proposed Rulemaking on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23."
Filed By,American Transmission Company LLC,09/29/2010,0,20100929-5329 Go to Doc InfoGo to File List,Comments of American Transmission Company LLC under RM10-23.
Filed By,Pattern Transmission LP,09/29/2010,0,20100929-5330 Go to Doc InfoGo to File List,Comments of Pattern Transmission LP in RM10-23.
Filed By,American Wind Energy Association,09/29/2010,0,20100929-5331 Go to Doc InfoGo to File List,"Comment of American Wind Energy Association, et al Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23."
Filed By,"First Wind Energy, LLC",09/29/2010,0,20100929-5339 Go to Doc InfoGo to File List,"NOPR Comments of First Wind Energy, LLC in the Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23."
Filed By,Public Service Commission of Wisconsin,09/29/2010,0,20100929-5476 Go to Doc InfoGo to File List,Comments of the Public Service Commission of Wisconsin under RM10-23-000.
Filed By,East Texas Cooperatives,09/29/2010,0,20100929-5472 Go to Doc InfoGo to File List,Comments of East Texas Cooperatives under RM10-23-000
Filed By,Enbridge Inc.,09/29/2010,0,20100929-5477 Go to Doc InfoGo to File List,Comment of Enbridge Inc. on FERC Transmission NOPR Final under RM10-23-000.
Filed By,California Department of Water Resources State Water Project,09/29/2010,0,20100929-5521 Go to Doc InfoGo to File List,Motion to Intervene and Comments of the California Department of Water Resources State Water Project under RM10-23.
Filed By,American Electric Power Service Corporation,09/29/2010,0,20100929-5458 Go to Doc InfoGo to File List,Comment of American Electric Power Service Corporation under RM10-23-000.
Filed By,EARTHJUSTICE,09/29/2010,0,20100929-5460 Go to Doc InfoGo to File List,Comment of EARTHJUSTICE under RM10-23-000.
Filed By,Edison Electric Institute,09/29/2010,0,20100929-5462 Go to Doc InfoGo to File List,Comment of Edison Electric Institute under RM10-23-000.
Filed By,ColumbiaGrid,09/29/2010,0,20100929-5464 Go to Doc InfoGo to File List,Comment of ColumbiaGrid under RM10-23-000.
Filed By,Arizona Public Service Company,09/29/2010,0,20100929-5463 Go to Doc InfoGo to File List,Comment of Arizona Public Service Company under RM10-23-000.
Filed By,Eastern Massachusetts Consumer-Owned Sys,09/29/2010,0,20100929-5465 Go to Doc InfoGo to File List,Initial Comments of Eastern Massachusetts Consumer-Owned Sys under RM10-23-000.
Filed By,California Independent System Operator Corporation,09/29/2010,0,20100929-5467 Go to Doc InfoGo to File List,Initial Comments of the California Independent System Operator Corporation on Notice of Proposed Rulemaking under RM10-23-000.
Filed By,"New York Power Authority Central Hudson Gas & Electric Corporation Long Island Power Authority , Niagara Mohawk Power Corporation d/b/a Naitonal Grid , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation ,",09/29/2010,0,20100929-5468 Go to Doc InfoGo to File List,Comments of the New York Transmission Owners under RM10-23-000.
Filed By,CPUC,09/29/2010,0,20100929-5469 Go to Doc InfoGo to File List,Notice of Intervention and Joint Comments of CPUC and The Energy Resources Conservation and Development Commission of the State of California under RM10-23-000.
Filed By,COLORADO INDEPENDENT ENERGY ASSOCIATION,09/29/2010,0,20100929-5470 Go to Doc InfoGo to File List,Comment of COLORADO INDEPENDENT ENERGY ASSOCIATION under RM10-23-000.
Filed By,Wisconsin Industrial Energy Group,09/29/2010,0,20100929-5531 Go to Doc InfoGo to File List,(doc-less) Motion to Intervene of Wisconsin Industrial Energy Group under RM10-23.
Filed By,,09/29/2010,0,20100929-5473 Go to Doc InfoGo to File List,Comment of Environmental Non-Governmental Organizations under RM10-23-000.
Filed By,,09/29/2010,0,20100929-5475 Go to Doc InfoGo to File List,Comment of 26 Public Interest Organizations under RM10-23-000.
Filed By,ENVIRONMENTAL DEFENSE FUND,09/30/2010,0,20100930-5003 Go to Doc InfoGo to File List,Comments of Environmental Defense Fund on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,South Carolina Electric & Gas Company,09/30/2010,0,20100930-5242 Go to Doc InfoGo to File List,Request of South Carolina Electric & Gas Company to Accept Comments 2 Minutes Out-of-Time under RM10-23.
Filed By,Individual No Affiliation,09/30/2010,0,20100930-5504 Go to Doc InfoGo to File List,Report of Elmer John Tompkins under RM10-23.
Filed By,South Carolina Electric & Gas Company,09/30/2010,0,20100930-5002 Go to Doc InfoGo to File List,Comments of South Carolina Electric & Gas Company on Notice of Proposed Rulemaking Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,WIRES,09/30/2010,0,20100930-5026 Go to Doc InfoGo to File List,Comment of WIRES on Notice of Proposed Rulemaking Docket No. RM10-23.
Filed By,Arizona Corporation Commission,09/30/2010,0,20100930-5000 Go to Doc InfoGo to File List,Arizona Corporation Commission's Comments on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Public Interest Organizations,09/30/2010,0,20100930-5001 Go to Doc InfoGo to File List,Comment of TWS and WRA on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,"Starwood Energy Group Global, L.L.C.",09/30/2010,0,20100930-5369 Go to Doc InfoGo to File List,"Comment of Starwood Energy Group Global, L.L.C.in Support of the Commission?s Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation By Transmission Owning and Operating Public Utilities,under Docket No. RM10-23."
Filed By,Kansas City Power & Light Company and KCP & L Greater Missou,09/30/2010,0,20100930-5470 Go to Doc InfoGo to File List,Comments of Kansas City Power & Light Company and KCP&L Greater Missouri Operations Company and Motion to Accept Comments One Day Out of Time under RM10-23.
Filed By,Maine Public Utilities Commission,10/01/2010,0,20101001-5067 Go to Doc InfoGo to File List,Letters to Commissioners enclosing Maine PUC?s and Joint Filers? Comments on Commission?s proposed rulemaking under RM10-23.
Filed By,NORTH CAROLINA UTILITIES COMMISSION Public Staff -- NC Utilities Commission,10/05/2010,0,20101005-5062 Go to Doc InfoGo to File List,Comments of NC Utilities Commission and Public Staff of the NC Utilities Commission regarding Transmission Planning and Cost Allocation NOPR under RM10-23.
Filed By,Illinois Commerce Commission,10/06/2010,0,20101006-5069 Go to Doc InfoGo to File List,Motion to File Comments Out of Time & Comments of Illinois Commerce Commission under FERC RM10-23.
Filed By,WestConnect,10/06/2010,0,20101006-5120 Go to Doc InfoGo to File List,Errata Filing of WestConnect under RM10-23.
Filed By,New Jersey Division of Rate Counsel,10/08/2010,0,20101008-5140 Go to Doc InfoGo to File List,Comment of New Jersey Division of Rate Counsel under RM10-23.
Issued By,CHAIR AND IMMEDIATE STAFF (CHAIR),10/14/2010,0,20101028-0012 Go to Doc InfoGo to File List,"Response to US Senator Harry Reid's 9/29/10 letter in support of the Commission's rulemaking, Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities udner RM10-23."
Issued By,CHAIR AND IMMEDIATE STAFF (CHAIR),10/14/2010,0,20101028-0014 Go to Doc InfoGo to File List,Response to US Senator Byron Dorgan's 9/29/10 letter re the Commission's rulemaking in Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Energy Consulting Group LLC,10/14/2010,0,20101014-5020 Go to Doc InfoGo to File List,Correction to Comments of Energy Consulting Group LLC re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Illinois Commerce Commission,11/05/2010,0,20101105-5071 Go to Doc InfoGo to File List,Reply Comments of the Illinois Commerce Commission under RM10-23.
Filed By,Arizona Public Service Company,11/10/2010,0,20101110-5137 Go to Doc InfoGo to File List,Comment of Arizona Public Service Company under RM10-23.
Filed By,Edison Electric Institute,11/10/2010,0,20101110-5060 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM10-23.
Filed By,Florida Public Service Commission,11/10/2010,0,20101110-5167 Go to Doc InfoGo to File List,Reply Comment of Florida Public Service Commission under RM10-23.
Filed By,Individual No Affiliation,11/12/2010,0,20101112-5114 Go to Doc InfoGo to File List,"Reply comments of Commissioner Nathan A. Skop, Florida Public Service Commission, under Docket No. RM10-23."
Filed By,South Carolina Public Service Authority,11/12/2010,0,20101112-5115 Go to Doc InfoGo to File List,Reply Comments of Ad Hoc Coalition of Southeastern Utilities under RM10-23.
Filed By,H-P Energy Resources LLC,11/12/2010,0,20101112-5163 Go to Doc InfoGo to File List,Reply Comments of H-P Energy Resources LLC under RM10-23.
Filed By,Coalition for Fair Transmission Policy,11/12/2010,0,20101112-5171 Go to Doc InfoGo to File List,Reply Comment of Coalition for Fair Transmission Policy under RM10-23.
Filed By,Sierra Club,11/12/2010,0,20101112-5177 Go to Doc InfoGo to File List,Comment of Sierra Club members and supporters under RM10-23.
Filed By,ISO/RTO COUNCIL (ISO/REGIONAL TRANS ORG COUNCIL),11/12/2010,0,20101112-5184 Go to Doc InfoGo to File List,Reply Comments of ISO/RTO COUNCIL (ISO/REGIONAL TRANS ORG COUNCIL) under RM10-23.
Filed By,South Carolina Office of Regulatory Staff,11/12/2010,0,20101112-5259 Go to Doc InfoGo to File List,Comment of South Carolina Office of Regulatory Staff under RM10-23.
Filed By,"Connecticut Department of Public Utility Control Massachusetts Department of Public Utilities Massachusetts Department of Energy Resources , Rhode Island Public Utilities Commission ,",11/12/2010,0,20101112-5250 Go to Doc InfoGo to File List,Reply Comments of the Southern New England States under RM10-23.
Filed By,Exelon Corporation,11/12/2010,0,20101112-5277 Go to Doc InfoGo to File List,Reply Comments of Exelon Corporation under RM10-23.
Filed By,California Transmission Planning Group,11/12/2010,0,20101112-5278 Go to Doc InfoGo to File List,Reply Comments of the California Transmission Planning Group under RM10-23..
Filed By,National Rural Electric Cooperative Assn.,11/12/2010,0,20101112-5279 Go to Doc InfoGo to File List,Reply Comment of National Rural Electric Cooperative Assn. under RM10-23.
Filed By,Pacific Gas and Electric Company,11/12/2010,0,20101112-5281 Go to Doc InfoGo to File List,Comment of Pacific Gas and Electric Company under RM10-23.
Filed By,"Southern Company Services, Inc.",11/12/2010,0,20101112-5282 Go to Doc InfoGo to File List,"Reply Comments of Southern Company Services, Inc. under RM10-23."
Filed By,"City of Santa Clara, California",11/12/2010,0,20101112-5283 Go to Doc InfoGo to File List,"Reply Comments of the City of Santa Clara, California under RM10-23."
Filed By,ITC Holdings Corp.,11/12/2010,0,20101112-5284 Go to Doc InfoGo to File List,"Joint Reply Comments of Amercian Electric Power Corp., et al., in Docket No. RM10-23."
Filed By,Bay Area Municipal Transmission Group,11/12/2010,0,20101112-5286 Go to Doc InfoGo to File List,Reply Comments of the Bay Area Municipal Transmission Group under RM10-23.
Filed By,Baltimore Gas and Electric Company,11/12/2010,0,20101112-5293 Go to Doc InfoGo to File List,Reply Comments of Baltimore Gas and Electric Company under RM10-23.
Filed By,American Electric Power Service Corporation,11/12/2010,0,20101112-5294 Go to Doc InfoGo to File List,Reply Comments of American Electric Power Service Corporation under RM10-23.
Filed By,"Green Energy Express LLC 21st Century Transmission Holdings, LLC",11/12/2010,0,20101112-5311 Go to Doc InfoGo to File List,"Reply Comments of Green Energy Express LLC and 21st Century Transmission Holdings, LLC under Docket No. RM10-23."
Filed By,EARTHJUSTICE,11/12/2010,0,20101112-5313 Go to Doc InfoGo to File List,"Corrected Reply Comment of EARTHJUSTICE on behalf of the Sierra Club, Natural Resources Defense Council, and Citizens for Pennsylvania's Future under RM10-23."
Filed By,Public Interest Organizations,11/12/2010,0,20101112-5316 Go to Doc InfoGo to File List,REVISED Reply Comments of Public Interest Organizations under RM10-23.
Filed By,"Michigan Electric Transmission Company, LLC International Transmission Company ITC Midwest LLC , ITC Great Plains, LLC , Green Power Express LP ,",11/12/2010,0,20101112-5317 Go to Doc InfoGo to File List,"Comment of International Transmission Company, et. al. under RM10-23."
Filed By,National Grid USA,11/12/2010,0,20101112-5327 Go to Doc InfoGo to File List,Reply Comments of National Grid USA under RM10-23.
Filed By,Ohio Consumers' Counsel,11/12/2010,0,20101112-5329 Go to Doc InfoGo to File List,Reply Comments by the Office of the Ohio Consumers' Counsel under RM10-23.
Filed By,New England States' Committee on Electricity,11/12/2010,0,20101112-5330 Go to Doc InfoGo to File List,Comment of New England States Committee on Electricity under RM10-23.
Filed By,"PSEG Energy Resources & Trade LLC Public Service Electric and Gas Company PSEG Power LLC ,",11/12/2010,0,20101112-5331 Go to Doc InfoGo to File List,Reply Comments of the PSEG Companies under RM10-23.
Filed By,"EIF Management, LLC",11/12/2010,0,20101112-5332 Go to Doc InfoGo to File List,"Comment of EIF Management, LLC under RM10-23."
Filed By,East Texas Cooperatives,11/12/2010,0,20101112-5334 Go to Doc InfoGo to File List,Reply Comments of East Texas Cooperatives under RM10-23.
Filed By,Large Public Power Council,11/12/2010,0,20101112-5335 Go to Doc InfoGo to File List,Comments of Large Public Power Council under RM10-23.
Filed By,Large-Scale Solar Association Solar Energy Industries Association,11/12/2010,0,20101112-5337 Go to Doc InfoGo to File List,Reply Comments of the Solar Energy Industries Association and the Large-scale Solar Association under RM10-23.
Filed By,"NextEra Energy, Inc.",11/12/2010,0,20101112-5379 Go to Doc InfoGo to File List,"Reply Comments of NextEra Energy, Inc. under RM10-23."
Filed By,Maine Public Utilties Commission Maine Public Advocate Office,11/12/2010,0,20101112-5380 Go to Doc InfoGo to File List,"Comment of Maine Public Utilties Commission, et. al. under RM10-23."
Filed By,Pattern Transmission LP,11/12/2010,0,20101112-5384 Go to Doc InfoGo to File List,Reply Comments of Pattern Transmission LP under RM10-23.
Filed By,CPUC,11/12/2010,0,20101112-5387 Go to Doc InfoGo to File List,Reply Comments of CPUC under RM10-23-000.
Filed By,"Central Hudson Gas & Electric Corporation Long Island Power Authority New York Power Authority , Niagara Mohawk Power Corporation d/b/a Naitonal Grid , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation ,",11/12/2010,0,20101112-5385 Go to Doc InfoGo to File List,Reply Comments of the New York Transmission Owners under RM10-23.
Filed By,"First Wind Energy, LLC",11/12/2010,0,20101112-5389 Go to Doc InfoGo to File List,"Comments of First Wind Energy, LLC under RM10-23."
Filed By,Midwest ISO Transmission Owners,11/12/2010,0,20101112-5391 Go to Doc InfoGo to File List,Reply Comments of the Midwest ISO Transmission Owners in Docket No. RM10-23.
Filed By,California Independent System Operator Corporation,11/12/2010,0,20101112-5392 Go to Doc InfoGo to File List,Reply Comments in Response to Initial Comments of the California Independent System Operator Corporation under RM10-23-000.
Filed By,"LS Power Transmission, LLC",11/12/2010,0,20101112-5390 Go to Doc InfoGo to File List,"Reply Comments of LS Power Transmission, LLC in Support of the Commission's Notice of Proposed Rulemaking under RM10-23-000."
Filed By,"PJM Interconnection, L.L.C.",11/12/2010,0,20101112-5393 Go to Doc InfoGo to File List,"Reply Comments of PJM Interconnection, L.L.C. under RM10-23-000."
Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Fresh Energy ENVIRONMENTAL LAW & POLICY CTR OF MIDWES , Environmental Integrity Project , EARTHJUSTICE LEGAL DEFENSE FUND ,",11/12/2010,0,20101112-5394 Go to Doc InfoGo to File List,"Reply Comments of EARTHJUSTICE LEGAL DEFENSE FUND, et. al. under RM10-23-000."
Filed By,Conservation Law Foundation,11/12/2010,0,20101112-5411 Go to Doc InfoGo to File List,Reply Comments of Conservation Law Foundation under RM10-23-000.
Filed By,Environmental Defense Fund,11/12/2010,0,20101112-5416 Go to Doc InfoGo to File List,Reply Comments of Environmental Defense Fund on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,Organization of MISO States,11/12/2010,0,20101112-5192 Go to Doc InfoGo to File List,Reply Comments of the Organization of MISO States under RM10-23.
Filed By,MEAG Power,11/12/2010,0,20101112-5216 Go to Doc InfoGo to File List,Comments of MEAG Power under RM10-23.
Filed By,American Public Power Association,11/12/2010,0,20101112-5220 Go to Doc InfoGo to File List,"Reply comments of the American Public Power Association regarding FERC's proposal to amend transmission planning and cost allocation requirements of Order No. 890, filed under RM10-23."
Filed By,Sacramento Municipal Utility District,11/12/2010,0,20101112-5201 Go to Doc InfoGo to File List,Reply Comments of the Sacramento Municipal Utility District under RM10-23.
Filed By,New Jersey Board of Public Utilities,11/12/2010,0,20101112-5232 Go to Doc InfoGo to File List,Comment of New Jersey Board of Public Utilities under RM10-23.
Filed By,EARTHJUSTICE,11/12/2010,0,20101112-5238 Go to Doc InfoGo to File List,"Reply Comment of EARTHJUSTICE on behalf of Sierra Club, Natural Resources Defense Council, and Citizens for Pennsylvania's Future under RM10-23."
Filed By,"Atlantic Grid Development, LLC",11/12/2010,0,20101112-5134 Go to Doc InfoGo to File List,"Reply Comments of Atlantic Grid Development, LLC on Behalf of the Atlantic Wind Connection under RM10-23."
Filed By,Southern California Edison Company,11/12/2010,0,20101112-5152 Go to Doc InfoGo to File List,Southern California Edison Company Reply Comments Concerning the Notice of Proposed Rulemaking under RM10-23.
Filed By,"Consolidated Edison Company of New York, Inc. and Orange and",11/12/2010,0,20101112-5155 Go to Doc InfoGo to File List,"Reply Comments of Consolidated Edison Company of New York, Inc. and Orange and Rockland Utilities, Inc. under RM10-23."
Filed By,ISO New England Inc.,11/12/2010,0,20101112-5164 Go to Doc InfoGo to File List,Reply Comments of ISO New England Inc. under RM10-23.
Filed By,Old Dominion Electric Cooperative,11/12/2010,0,20101112-5166 Go to Doc InfoGo to File List,Reply Comments of Old Dominion Electric Cooperative under RM10-23.
Filed By,Bonneville Power Administration,11/12/2010,0,20101112-5333 Go to Doc InfoGo to File List,Reply Comments of Bonneville Power Administration under RM10-23.
Filed By,"Entergy Services, Inc.",11/12/2010,0,20101112-5340 Go to Doc InfoGo to File List,"Rulemaking Comment of Entergy Services, Inc. under RM10-23."
Filed By,San Diego Gas & Electric Company,11/12/2010,0,20101112-5353 Go to Doc InfoGo to File List,Reply Comments of San Diego Gas & Electric Company under RM10-23.
Filed By,Alabama Municipal Electric Authority,11/12/2010,0,20101112-5357 Go to Doc InfoGo to File List,Reply Comments of Alabama Municipal Electric Authority under RM10-23.
Filed By,New England Transmission Owners,11/12/2010,0,20101112-5356 Go to Doc InfoGo to File List,Reply Comments of Identified New England Transmission Owners under RM10-23.
Filed By,Western Independent Transmission Group,11/12/2010,0,20101112-5359 Go to Doc InfoGo to File List,Reply Comments of the Western Independent Transmission Group under RM10-23.
Filed By,"PPL Montana, LLC PPL Electric Utilities Corporation PPL Maine, LLC , PPL Wallingford Energy LLC , PPL Colstrip I, LLC , Lower Mount Bethel Energy, LLC , PPL Renewable Energy, LLC , PPL Holtwood, LLC , PPL Colstrip II, LLC , PPL New Jersey Biogas, LLC , PPL EnergyPlus, LLC , PPL Martins Creek, LLC , PPL University Park, LLC , PPL Brunner Island, LLC , PPL Montour, LLC , PPL Susquehanna, LLC , PPL New Jersey Solar, LLC ,",11/12/2010,0,20101112-5371 Go to Doc InfoGo to File List,Reply Comments of the PPL Companies under RM10-23.
Filed By,Transmission Agency of Northern California,11/12/2010,0,20101112-5376 Go to Doc InfoGo to File List,Reply Comments of the Transmission Agency of Northern California under RM10-23.
Filed By,Powerex Corp.,11/12/2010,0,20101112-5377 Go to Doc InfoGo to File List,Reply Comments of Powerex Corp. on Notice of Proposed Rulemaking under RM10-23.
Filed By,INDIVIDUAL,11/15/2010,0,20101116-0012 Go to Doc InfoGo to File List,Comments of New Jersey Highlands Coalition et al re the Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.
Filed By,WIRES,11/15/2010,0,20101115-5006 Go to Doc InfoGo to File List,Reply Comments of WIRES on Notice of Proposed Rulemaking under RM10-23.
Filed By,Sierra Club,11/17/2010,0,20101117-5006 Go to Doc InfoGo to File List,Resubmittal of Sierra Club member comments on RM10-23.
Filed By,Maine Public Utilities Commission,11/22/2010,0,20101122-5085 Go to Doc InfoGo to File List,"Reply Comments of the Maine Public Utilities Commission, the Maine Office of the Public Advocate, and the Maine Governor's Office of Energy Independence and Security (CORRECTED) under RM10-23."
Filed By,"Boundless Energy, LLC",11/22/2010,0,20101122-5017 Go to Doc InfoGo to File List,"Reply Comments of Boundless Energy, LLC under RM10-23."
Filed By,North Carolina Electric Membership Corporation,11/23/2010,0,20101123-5150 Go to Doc InfoGo to File List,"Request to Update Information in Service Lists of North Carolina Electric Membership Corporation under EL05-121, et. al."
Filed By,"Sierra Club NATURAL RESOURCES DEFENSE COUNCIL Citizens for Pennsylvania's Future ,",12/10/2010,0,20101210-5181 Go to Doc InfoGo to File List,"Supplemental Comments of Sierra Club, Natural Resources Defense Council, and Citizens for Pennsylvania's Future in Docket No. RM10-23."
Filed By,Public Utilities Commission of Ohio,12/15/2010,0,20101215-5010 Go to Doc InfoGo to File List,"Request to Remove Sarah Parrot as Counsel for the Public Utilities Commission of Ohio under AD07-7, et. al.."
Filed By,Exelon Corporation,12/22/2010,0,20101222-5122 Go to Doc InfoGo to File List,Comment of Exelon Corporation under RM10-23.
Filed By,North Dakota Public Service Commission,12/28/2010,0,20101228-5139 Go to Doc InfoGo to File List,Reply Comments of North Dakota Public Service Commission and South Dakota Public Utilites Commission under RM10-23.
Filed By,"SENATE, UNITED STATES",02/23/2011,0,20110228-0004 Go to Doc InfoGo to File List,Comments of US Senator Bob Corker et al re recent Notice of Proposed Rulemaking on Transmission Planning and Cost Allocations etc under RM10-23 et al.
Issued By,CHAIR AND IMMEDIATE STAFF (CHAIR),03/15/2011,0,20110315-4002 Go to Doc InfoGo to File List,"Response to United States Senator Bob Corker's letter dated February 17, 2011 regarding transmission planning and cost allocation matters pending before the Commission under RM10-23 et al."
Issued By,CHAIR AND IMMEDIATE STAFF (CHAIR),03/15/2011,0,20110315-4001 Go to Doc InfoGo to File List,"Response to United States Senator Richard Burr's letter dated February 17, 2011 regarding transmission planning and cost allocation matters pending before the Commission under RM10-23 et al."
Issued By,CHAIR AND IMMEDIATE STAFF (CHAIR),03/15/2011,0,20110315-4003 Go to Doc InfoGo to File List,"Response to United States Senator R Wyden's letter dated February 17, 2011 regarding transmission planning and cost allocation matters pending before the Commission under RM10-23 et al."
