Category,Organization,Filed,Sub-Docket,Accession,Description
Filed By,Individual No Affiliation,11/07/2022,0,20221107-5017 Go to Doc InfoGo to File List,Motion for Leave to Reply and Reply Comments of Dr. Roy J. Shanker PH.D. under RM22-14.
Filed By,Guzman Energy LLC,11/10/2022,0,20221110-5218 Go to Doc InfoGo to File List,Guzman Energy LLC submits Request to Update Service List under EL10-56 et al.
Filed By,Individual No Affiliation,11/15/2022,0,20221115-5131 Go to Doc InfoGo to File List,Comments of Rick K. Lathrop under RM22-14.
Filed By,Portland General Electric Company,12/07/2022,0,20221207-5141 Go to Doc InfoGo to File List,"Portland General Electric Company submits Request to update official service list under ER07-1280, et al."
Filed By,UNION OF CONCERNED SCIENTISTS,12/09/2022,0,20221209-5169 Go to Doc InfoGo to File List,Comments of Union of Concerned Scientists under RM22-14.
Filed By,INDIVIDUAL,12/12/2022,0,20221212-4001 Go to Doc InfoGo to File List,Comments of Payton Alaama re status of the proposed rules for cost allocation under RM21-17 et al.
Filed By,Citizens Utility Board of Illinois,12/13/2022,0,20221213-5083 Go to Doc InfoGo to File List,Comments of Citizens Utility Board of Illinois under RM22-14.
Filed By,"Pine Gate Renewables, LLC",12/14/2022,0,20221214-5050 Go to Doc InfoGo to File List,"Reply Comments of Pine Gate Renewables, LLC under RM22-14."
Filed By,North American Electric Reliability Corporation,12/14/2022,0,20221214-5091 Go to Doc InfoGo to File List,Reply Comments of the North American Electric Reliability Corporation to Comments of the Electric Power Research Institute under RM22-14.
Filed By,Americans for a Clean Energy Grid,12/14/2022,0,20221214-5166 Go to Doc InfoGo to File List,Reply Comments of Americans for a Clean Energy Grid under RM22-14.
Filed By,American Council on Renewable Energy,12/14/2022,0,20221214-5154 Go to Doc InfoGo to File List,Reply comments of American Council on Renewable Energy under RM22-14.
Filed By,Colorado Public Utilities Commission,12/14/2022,0,20221214-5133 Go to Doc InfoGo to File List,Reply Comments of the Colorado Public Utilities Commission under RM22-14.
Filed By,"Utility Intervention Unit, New York State Department of Stat",12/14/2022,0,20221214-5134 Go to Doc InfoGo to File List,Reply Comments of New York State Department of State Utility Intervention Unit under RM22-14.
Filed By,Fervo Energy Company,12/14/2022,0,20221214-5139 Go to Doc InfoGo to File List,Reply Comments of Fervo Energy Company under RM22-14.
Filed By,"Midcontinent Independent System Operator, Inc.",12/14/2022,0,20221214-5141 Go to Doc InfoGo to File List,"Reply Comments of the Midcontinent Independent System Operator, Inc. under RM22-14."
Filed By,American Electric Power Service Corporation,12/14/2022,0,20221214-5142 Go to Doc InfoGo to File List,Reply Comments of American Electric Power Service Corporation under RM22-14.
Filed By,"PJM Interconnection, L.L.C.",12/14/2022,0,20221214-5168 Go to Doc InfoGo to File List,"Reply Comments of PJM Interconnection, L.L.C. under RM22-14."
Filed By,Google LLC,12/14/2022,0,20221214-5217 Go to Doc InfoGo to File List,Reply Comments of Google LLC under RM22-14.
Filed By,"Sierra Club EARTHJUSTICE ENVIRONMENTAL DEFENSE FUND , NATURAL RESOURCES DEFENSE COUNCIL , Sustainable FERC Project ,",12/14/2022,0,20221214-5203 Go to Doc InfoGo to File List,"Reply Comments of Sierra Club, et al. under RM22-14. Erroneously filed"
Filed By,Interconnection Cost Consumer Protection Coalition,12/14/2022,0,20221214-5211 Go to Doc InfoGo to File List,Reply Comments of Interconnection Cost Consumer Protection Coalition under RM22-14.
Filed By,Environmental Defense Fund,12/14/2022,0,20221214-5174 Go to Doc InfoGo to File List,Reply Comments of the Environmental Defense Fund under RM22-14.
Filed By,Oceti Sakowin Power Authority,12/14/2022,0,20221214-5176 Go to Doc InfoGo to File List,Reply Comments of Oceti Sakowin Power Authority under RM22-14.
Filed By,New Jersey Board of Public Utilities,12/14/2022,0,20221214-5185 Go to Doc InfoGo to File List,Reply Comments of New Jersey Board of Public Utilities under RM22-14.
Filed By,San Diego Gas and Electric Company,12/14/2022,0,20221214-5173 Go to Doc InfoGo to File List,Reply Comments of San Diego Gas and Electric Company under RM22-14.
Filed By,ENGIE North America Inc.,12/14/2022,0,20221214-5196 Go to Doc InfoGo to File List,Reply Comments of ENGIE North America Inc. under RM22-14.
Filed By,NewSun Energy Community Renewable Energy Association,12/14/2022,0,20221214-5200 Go to Doc InfoGo to File List,Reply Comments of Community Renewable Energy Association and NewSun Energy under RM22-14.
Filed By,Advanced Energy Economy,12/14/2022,0,20221214-5205 Go to Doc InfoGo to File List,Reply Comment of Advanced Energy Economy under RM22-14.
Filed By,"Enel North America, Inc.",12/14/2022,0,20221214-5206 Go to Doc InfoGo to File List,"Reply Comments of Enel North America, Inc. under RM22-14."
Filed By,ISO/RTO Council (IRC),12/14/2022,0,20221214-5052 Go to Doc InfoGo to File List,Reply Comments of ISO/RTO Council under RM22-14.
Filed By,"Shell Energy North America (U.S.), L.P.",12/14/2022,0,20221214-5068 Go to Doc InfoGo to File List,"Reply Comments and Request for Technical Conference of Shell Energy North America (U.S.), L.P. under RM22-14."
Filed By,Solar Energy Industries Association,12/14/2022,0,20221214-5069 Go to Doc InfoGo to File List,Reply Comments of the Solar Energy Industries Association under RM22-14.
Filed By,"Dominion Energy Services, Inc.",12/14/2022,0,20221214-5070 Go to Doc InfoGo to File List,"Reply Comments of Dominion Energy Services, Inc. under RM22-14."
Filed By,PacifiCorp,12/14/2022,0,20221214-5071 Go to Doc InfoGo to File List,Reply Comments of PacifiCorp under RM22-14.
Filed By,"Longroad Energy Holdings, LLC",12/14/2022,0,20221214-5072 Go to Doc InfoGo to File List,"Reply Comments of Longroad Energy Holdings, LLC under RM22-14."
Filed By,New England States Committee on Electricity,12/14/2022,0,20221214-5074 Go to Doc InfoGo to File List,Reply Comments of New England States Committee on Electricity under RM22-14.
Filed By,"Duke Energy Carolinas, LLC, Duke Energy Progress, LLC, and D",12/14/2022,0,20221214-5082 Go to Doc InfoGo to File List,Reply Comments of the Duke Southeast Utilities under RM22-14.
Filed By,Interwest Energy Alliance,12/14/2022,0,20221214-5085 Go to Doc InfoGo to File List,Reply Comments of Interwest Energy Alliance under RM22-14.
Filed By,"New York Transmission Owners Central Hudson Gas & Electric Corporation New York Power Authority , Avangrid Service Company , Niagara Mohawk d/b/a/ National Grid , Consolidated Edison Company of New York, Inc. and Orange and , Long Island Power Authority ,",12/14/2022,0,20221214-5088 Go to Doc InfoGo to File List,Reply Comments of the New York Transmission Owners under RM22-14.
Filed By,"Avangrid, Inc.",12/14/2022,0,20221214-5099 Go to Doc InfoGo to File List,"Reply Comments of Avangrid, Inc. under RM22-14."
Filed By,Southern California Edison Company,12/14/2022,0,20221214-5100 Go to Doc InfoGo to File List,Reply Comments of Southern California Edison Company on Notice of Proposed Rulemaking under RM22-14.
Filed By,"NextEra Energy, Inc.",12/14/2022,0,20221214-5101 Go to Doc InfoGo to File List,"Reply Comments of NextEra Energy, Inc. under RM22-14."
Filed By,California Energy Storage Alliance,12/14/2022,0,20221214-5104 Go to Doc InfoGo to File List,Reply Comments of California Energy Storage Alliance under RM22-14.
Filed By,"Southern Company Services, Inc.",12/14/2022,0,20221214-5106 Go to Doc InfoGo to File List,Reply Comments of Southern Companies under RM22-14.
Filed By,Equinor Wind US LLC,12/14/2022,0,20221214-5119 Go to Doc InfoGo to File List,Reply Comments of Equinor Wind US LLC under RM22-14.
Filed By,Indicated PJM Transmission Owners,12/14/2022,0,20221214-5120 Go to Doc InfoGo to File List,Reply Comments of Indicated PJM Transmission Owners under RM22-14.
Filed By,"American Clean Power Association RENEW Northeast, Inc.",12/14/2022,0,20221214-5121 Go to Doc InfoGo to File List,Reply Comments of American Clean Power Association et al. under RM22-14.
Filed By,Orsted Wind Power North America LLC,12/14/2022,0,20221214-5122 Go to Doc InfoGo to File List,Reply Comments of Orsted North America under RM22-14. Erroneously filed
Filed By,MISO Transmission Owners,12/14/2022,0,20221214-5128 Go to Doc InfoGo to File List,Reply Comments of The MISO Transmission Owners RM22-14.
Filed By,WIRES,12/14/2022,0,20221214-5136 Go to Doc InfoGo to File List,Reply Comments of WIRES under RM22-14.
Filed By,American Public Power Association Large Public Power Council,12/14/2022,0,20221214-5137 Go to Doc InfoGo to File List,Reply Comments of American Public Power Association and Large Public Power Council under RM22-14.
Filed By,"New York Independent System Operator, Inc.",12/14/2022,0,20221214-5138 Go to Doc InfoGo to File List,"Reply Comments of the New York Independent System Operator, Inc. under RM22-14."
Filed By,Alliance for Clean Energy New York,12/14/2022,0,20221214-5147 Go to Doc InfoGo to File List,Reply Comments of Alliance for Clean Energy New York under RM22-14.
Filed By,Pacific Gas and Electric Company,12/14/2022,0,20221214-5148 Go to Doc InfoGo to File List,Reply Comments of Pacific Gas and Electric Company under RM22-14.
Filed By,"Invenergy Solar Development North America LLC Invenergy Thermal Development LLC Invenergy Wind Development North America LLC , Invenergy Transmission LLC ,",12/14/2022,0,20221214-5149 Go to Doc InfoGo to File List,"Reply Comments of Invenergy Solar Development North America LLC, et. al. under RM22-14."
Filed By,Edison Electric Institute,12/14/2022,0,20221214-5152 Go to Doc InfoGo to File List,Reply Comments of Edison Electric Institute under RM22-14.
Filed By,Orsted Wind Power North America LLC,12/14/2022,0,20221214-5145 Go to Doc InfoGo to File List,Reply Comments of Orsted North America under RM22-14.
Filed By,Xcel Energy Services Inc.,12/14/2022,0,20221214-5146 Go to Doc InfoGo to File List,Reply comments of Xcel Energy Services Inc. under RM22-14.
Filed By,WATT Coalition,12/14/2022,0,20221214-5150 Go to Doc InfoGo to File List,Reply Comments of WATT Coalition under RM22-14.
Filed By,"Sierra Club EARTHJUSTICE NATURAL RESOURCES DEFENSE COUNCIL , SOUTHERN ENVIRONMENTAL LAW CENTER , Sustainable FERC Project , ENVIRONMENTAL DEFENSE FUND ,",12/15/2022,0,20221215-5071 Go to Doc InfoGo to File List,"Reply Comments of Sierra Club, et al. under RM22-14."
Filed By,New England States Committee on Electricity,12/20/2022,0,20221220-5278 Go to Doc InfoGo to File List,"Request to Update Service List Information of New England States Committee on Electricity under ER18-1639, et. al."
Filed By,Acadia Center,12/27/2022,0,20221227-5112 Go to Doc InfoGo to File List,"Acadia Center submits Request to Update Service List under AD22-9, et. al."
Filed By,Washington Energy Law LLP,02/24/2023,0,20230224-5225 Go to Doc InfoGo to File List,Washington Energy Law LLP submits Request to Update Official Service Lists under ER20-1713 et. al.
Filed By,Washington Energy Law LLP,02/24/2023,0,20230224-5020 Go to Doc InfoGo to File List,"Washington Energy Law LLP submits Request to Update Official Service Lists under ER20-1863, et. al."
Filed By,New England States Committee on Electricity,03/03/2023,0,20230303-5110 Go to Doc InfoGo to File List,"New England States Committee on Electricity submits Request to Update Official Service Lists under ER23-980, et al."
Filed By,Clean Energy Buyers Association,03/20/2023,0,20230320-5170 Go to Doc InfoGo to File List,"Clean Energy Buyers Association submits Request for Change in Service Lists under AD21-10, et. al."
Filed By,Pacific Gas and Electric Company,03/31/2023,0,20230331-5063 Go to Doc InfoGo to File List,"Pacific Gas and Electric Company submits Request to Update Service Lists under ER15-702, et. al."
Filed By,"Elevate Renewables F7, LLC",04/03/2023,0,20230403-5317 Go to Doc InfoGo to File List,"Comments of Elevate Renewables F7, LLC under RM22-14."
Filed By,Individual No Affiliation,04/26/2023,0,20230426-5284 Go to Doc InfoGo to File List,"Comments of US Sen. John Barrasso, M.D. (WY), Ranking Member of the Senate Committee on Natural Resources, under PL18-1, et. al."
Filed By,"Alliant Energy Corporate Services, Inc.",05/26/2023,0,20230526-5239 Go to Doc InfoGo to File List,"Alliant Energy Corporate Services, Inc. submits Request to Update Service List under AD23-3, et. al."
Filed By,"DTE Energy Supply, LLC DTE ENERGY RESOURCES, LLC DTE Electric Company , DTE Gas Company ,",06/07/2023,0,20230607-5190 Go to Doc InfoGo to File List,"DTE Energy Supply, LLC, et. al. submits Notice of substitution of Counsel and Request to Update Service List under AD21-15, et. al."
Filed By,R Street Institute,06/08/2023,0,20230608-5155 Go to Doc InfoGo to File List,Comments of R Street Institute et al. in Support of Generator Interconnection Reform under RM22-14.
Filed By,Individual No Affiliation,06/08/2023,0,20230608-5066 Go to Doc InfoGo to File List,"Perkins Coie LLP submits Request to Update Service List under ER22-50, et al."
Filed By,"AES Clean Energy Development, LLC",06/15/2023,0,20230615-5029 Go to Doc InfoGo to File List,"Comments of AES Clean Energy Development, LLC re the Notice of Proposed Rulemaking of the Generator Interconnection Procedures under RM22-14."
Filed By,American Public Power Association,07/13/2023,0,20230713-5097 Go to Doc InfoGo to File List,"American Public Power Association submits Notice of Withdrawal of Counsel and Request to Update Service Lists under AD16-16, et. al."
Filed By,UNITED STATES SENATE,07/24/2023,0,20230724-4001 Go to Doc InfoGo to File List,Comments of U.S. Senator Charles E. Schumer re the transmission planning and cost allocation rule etc. under RM22-14 et al.
Issued By,"SECRETARY OF THE COMMISSION, FERC COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)",07/28/2023,0,20230728-3060 Go to Doc InfoGo to File List,"Order No. 2023: Final Rule; Improvements to Generator Interconnection Procedures and Agreements under RM22-14. Commissioners Danly, Clements and Christie are concurring with separate statements attached."
Issued By,CHAIR AND IMMEDIATE STAFF,08/09/2023,0,20230809-4001 Go to Doc InfoGo to File List,"Chairman Willie Phillip's response to U.S. Senator Charles E. Schumer's July 20, 2023 letter re FERC's notices of proposed rulemakings related to electric transmission under RM22-14 et al."
Filed By,VEIR Inc.,08/24/2023,1,20230824-5195 Go to Doc InfoGo to File List,"VEIR Inc. submits Request for Clarification of the July 28, 2023 Order under RM22-14."
Filed By,"Dominion Energy South Carolina, Inc. PacifiCorp Tristate Generation and Transmission Association, Inc ,",08/25/2023,1,20230825-5208 Go to Doc InfoGo to File List,"Dominion Energy South Carolina, Inc., et al. submits Request for Clarification, or in the Alternative, Rehearing of the July 28, 2023 Order under RM22-14."
Filed By,"Dominion Energy Services, Inc.",08/25/2023,1,20230825-5205 Go to Doc InfoGo to File List,"Dominion Energy Services, Inc., et al. submits Request for Rehearing and Clarification of the July 28, 2023 Order under RM22-14."
Filed By,WIRES,08/25/2023,1,20230825-5224 Go to Doc InfoGo to File List,"WIRES submits Request for Rehearing of the July 28, 2023, Order under RM22-14. Erroneously filed."
Filed By,Florida Power & Light Company,08/25/2023,1,20230825-5226 Go to Doc InfoGo to File List,"Florida Power & Light Company submits Request for Rehearing of the July 28, 2023 Order and Modification of Heatmap Mandate under RM22-14."
Filed By,PacifiCorp,08/25/2023,1,20230825-5225 Go to Doc InfoGo to File List,"PacifiCorp submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,WIRES,08/25/2023,1,20230825-5227 Go to Doc InfoGo to File List,"WIRES submits Request for Rehearing of the July 28, 2023, Order under RM22-14. Erroneously filed."
Filed By,"Midcontinent Independent System Operator, Inc.",08/28/2023,0,20230828-5224 Go to Doc InfoGo to File List,"(doc-less) Motion to Intervene of Midcontinent Independent System Operator, Inc. under RM22-14."
Filed By,"PJM Interconnection, L.L.C.",08/28/2023,0,20230828-5238 Go to Doc InfoGo to File List,"(doc-less) Motion to Intervene of PJM Interconnection, L.L.C. under RM22-14."
Filed By,"Southwest Power Pool, Inc.",08/28/2023,0,20230828-5277 Go to Doc InfoGo to File List,"(doc-less) Motion to Intervene of Southwest Power Pool, Inc. under RM22-14."
Filed By,New York State Public Service Commission,08/28/2023,0,20230828-5312 Go to Doc InfoGo to File List,(doc-less) Notice of Intervention of the New York State Public Service Commission under RM22-14.
Filed By,New York State Public Service Commission,08/28/2023,1,20230828-5313 Go to Doc InfoGo to File List,"New York State Public Service Commission submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"Midcontinent Independent System Operator, Inc. PJM Interconnection, L.L.C. Southwest Power Pool Inc. ,",08/28/2023,0,20230828-5344 Go to Doc InfoGo to File List,"Motion to Extend Compliance Deadline and Request for Expedited Action re Final Rule Issued July 28, 2023 of Midcontinent Independent System Operator, Inc., et. al. under RM22-14."
Filed By,"PJM Interconnection, L.L.C.",08/28/2023,1,20230828-5401 Go to Doc InfoGo to File List,"PJM Interconnection, L.L.C. submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"Southwest Power Pool, Inc.",08/28/2023,1,20230828-5405 Go to Doc InfoGo to File List,"Southwest Power Pool, Inc. submits Limited Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,Omaha Public Power District,08/28/2023,0,20230828-5412 Go to Doc InfoGo to File List,(doc-less) Motion to Intervene of Omaha Public Power District under RM22-14.
Filed By,"Invenergy Solar Development North America LLC Invenergy Thermal Development LLC Invenergy Wind Development North America LLC , Invenergy Transmission LLC ,",08/28/2023,1,20230828-5417 Go to Doc InfoGo to File List,"Invenergy Solar Development North America LLC, et. al. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,Edison Electric Institute,08/28/2023,1,20230828-5307 Go to Doc InfoGo to File List,"Edison Electric Institute submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"Michigan Electric Transmission Company, LLC International Transmission Company ITC Midwest LLC , ITC Great Plains, LLC ,",08/28/2023,1,20230828-5425 Go to Doc InfoGo to File List,"ITC Holdings Corp., et. al. submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"New York Independent System Operator, Inc.",08/28/2023,1,20230828-5426 Go to Doc InfoGo to File List,"New York Independent System Operator, Inc. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"Duke Energy Carolinas, LLC, Duke Energy Progress, LLC, and D Louisville Gas and Electric Company and Kentucky Utilities C PowerSouth Energy Cooperative , Southern Company Services, Inc. ,",08/28/2023,1,20230828-5427 Go to Doc InfoGo to File List,"Duke Energy Carolinas, LLC, Duke Energy Progress, LLC, and Duke Energy Florida, LLC, et. al. submits Request for Clarification or, in the alternative, Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"Midcontinent Independent System Operator, Inc.",08/28/2023,1,20230828-5430 Go to Doc InfoGo to File List,"Midcontinent Independent System Operator, Inc. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,NewSun Energy,08/28/2023,1,20230828-5431 Go to Doc InfoGo to File List,"NewSun Energy submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"Shell Energy North America (US), L.P. SHELL NEW ENERGIES US LLC SAVION LLC ,",08/28/2023,1,20230828-5139 Go to Doc InfoGo to File List,"Shell Energy North America (US), L.P., et al. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"Longroad Energy Holdings, LLC",08/28/2023,1,20230828-5251 Go to Doc InfoGo to File List,"Longroad Energy Holdings, LLC submits Request for Limited Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,WATT Coalition,08/28/2023,1,20230828-5257 Go to Doc InfoGo to File List,"Working for Advanced Transmission Technologies Coalition submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"Midcontinent Independent System Operator, Inc. Southwest Power Pool Inc. PJM Interconnection, L.L.C. ,",08/28/2023,1,20230828-5349 Go to Doc InfoGo to File List,"Midcontinent Independent System Operator, Inc., et al. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"ENVIRONMENTAL DEFENSE FUND NATURAL RESOURCES DEFENSE COUNCIL NW Energy Coalition , Sierra Club Environmental Law Program , Sierra Club , SOUTHERN ENVIRONMENTAL LAW CENTER , Energy Alabama , National Audubon Society , Sustainable FERC Project ,",08/28/2023,1,20230828-5311 Go to Doc InfoGo to File List,"Environmental Defense Fund et. al. submits Request for Rehearing of the July 28, 2023 Order under RM22-14."
Filed By,"New York Transmission Owners Central Hudson Gas & Electric Corporation New York Power Authority , Long Island Power Authority , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , Niagara Mohawk d/b/a/ National Grid , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation ,",08/28/2023,1,20230828-5329 Go to Doc InfoGo to File List,"New York Transmission Owners et al. submits Request for Rehearing of the July 28, 2023 Order under RM22-14."
Filed By,MISO Transmission Owners,08/28/2023,1,20230828-5361 Go to Doc InfoGo to File List,"MISO Transmission Owners submits Limited Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,Indicated PJM Transmission Owners,08/28/2023,1,20230828-5379 Go to Doc InfoGo to File List,"Indicated PJM Transmission Owners submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,American Electric Power Service Corporation,08/28/2023,1,20230828-5373 Go to Doc InfoGo to File List,"American Electric Power Service Corporation submits Request for Rehearing and Alternative Clarification of the July 28, 2023 Order under RM22-14."
Filed By,"Pine Gate Renewables, LLC Clearway Energy Group LLC National Grid Renewables Development, LLC ,",08/28/2023,1,20230828-5387 Go to Doc InfoGo to File List,"Pine Gate Renewables, LLC, et al. submits Request for Clarification or Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"Duke Energy Carolinas, LLC, Duke Energy Progress, LLC, and D",08/28/2023,1,20230828-5424 Go to Doc InfoGo to File List,"Duke Energy Carolinas, LLC, Duke Energy Progress, LLC, and Duke Energy Florida, LLC submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"American Clean Power Association Solar Energy Industries Association Advanced Energy United ,",08/28/2023,1,20230828-5428 Go to Doc InfoGo to File List,"American Clean Power Association et. al. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"Cypress Creek Renewables, LLC New Leaf Energy, Inc. Enel Green Power North America, Inc. ,",08/28/2023,1,20230828-5429 Go to Doc InfoGo to File List,"Cypress Creek Renewables, LLC, et. al. submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,"Avangrid, Inc.",08/28/2023,1,20230828-5348 Go to Doc InfoGo to File List,"Avangrid, Inc. submits Request for Rehearing of the July 28, 2023, Order under RM22-14."
Filed By,"New York Transmission Owners Central Hudson Gas & Electric Corporation New York Power Authority , Long Island Power Authority , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , Niagara Mohawk d/b/a/ National Grid , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation ,",08/28/2023,0,20230828-5335 Go to Doc InfoGo to File List,(doc-less) Motion to Intervene of New York Transmission Owners under RM22-14.
Filed By,"NV Energy, Inc.",08/28/2023,1,20230828-5302 Go to Doc InfoGo to File List,"NV Energy submits Request for Clarification of the July 28, 2023, Order under RM22-14."
Filed By,Orsted North America Inc.,08/28/2023,1,20230828-5303 Go to Doc InfoGo to File List,"Orsted North America Inc. submits Request for Rehearing and Clarification of the July 28, 2023 Order under RM22-14."
Filed By,WIRES,08/28/2023,1,20230828-5304 Go to Doc InfoGo to File List,"WIRES submits Request for Rehearing and Clarification of the July 28, 2023, Order under RM22-14."
Filed By,American Clean Power Association,08/30/2023,1,20230830-5054 Go to Doc InfoGo to File List,"American Clean Power Association submits Supplemental Request for Rehearing and Clarification of the July 28, 2023, order under RM22-14."
Filed By,"Duke Energy Carolinas, LLC Duke Energy Progress, LLC Duke Energy Florida, LLC ,",08/31/2023,1,20230831-5267 Go to Doc InfoGo to File List,"Duke Energy Carolinas, LLC, et al. submits Request for Clarification of the July 28, 2023, Order under RM22-14."
Filed By,Pennsylvania Public Utility Commission,09/11/2023,0,20230911-5048 Go to Doc InfoGo to File List,"Pennsylvania Public Utility Commission submits Request to Update Service List under AD16-16, et. al."
Filed By,US SENATOR,09/12/2023,0,20230912-4000 Go to Doc InfoGo to File List,"Comments of U.S. Senator Kevin Cramer on ongoing rulemakings regarding transmission planning, cost allocation, and federal backstop siting authority under RM22-14."
Filed By,"Shell Energy North America (US), L.P. Shell New Energies US, LLC Savion, LLC ,",09/12/2023,0,20230912-5190 Go to Doc InfoGo to File List,"Motion for Leave to Answer and Answer of Shell Energy North America (US), L.P., et al. to Certain Issues Raised in Requests for Rehearing Filed in Response to the July 28, 2023 Order under RM22-14."
Filed By,"Shell Energy North America (US), L.P. Shell New Energies US, LLC Savion, LLC ,",09/12/2023,1,20230912-5190 Go to Doc InfoGo to File List,"Motion for Leave to Answer and Answer of Shell Energy North America (US), L.P., et al. to Certain Issues Raised in Requests for Rehearing Filed in Response to the July 28, 2023 Order under RM22-14."
Filed By,"Shell Energy North America (U.S.), L.P. Shell New Energies US, LLC Savion, LLC ,",09/12/2023,0,20230912-5183 Go to Doc InfoGo to File List,"(doc-less) Out-of-Time Motion to Intervene of Shell Energy North America (U.S.), L.P., et al. under RM22-14."
Filed By,"Shell Energy North America (U.S.), L.P. Shell New Energies US, LLC Savion, LLC ,",09/12/2023,1,20230912-5183 Go to Doc InfoGo to File List,"(doc-less) Out-of-Time Motion to Intervene of Shell Energy North America (U.S.), L.P., et al. under RM22-14."
Filed By,Edison Electric Institute,09/13/2023,0,20230913-5063 Go to Doc InfoGo to File List,"Motion of National Association of The Edison Electric Institute to extend the compliance deadline And Request for Expedited Action on July 28, 2023, Order under RM22-14."
Filed By,"Southern California Edison Company, Pacific Gas and Electric",09/26/2023,0,20230926-5123 Go to Doc InfoGo to File List,"Joint Motion of Southern California Edison Company, Pacific Gas and Electric Company, and San Diego Gas & Electric Company for Extension of Time to submit Compliance Filings in Order No. 2023, under RM22-14."
Issued By,CHAIR AND IMMEDIATE STAFF (FERC),09/28/2023,0,20230928-4004 Go to Doc InfoGo to File List,"Chairman Phillips' response to U.S. Senator Kevin Cramer's September 12, 2023 letter re proposed rulemakings related to electric transmission under RM22-14."
Filed By,"Solar Energy Industries Association American Clean Power Association Advanced Energy United ,",09/28/2023,0,20230928-5135 Go to Doc InfoGo to File List,"Answer of Clean Energy Associations et al. to the September 13, 2023, Motion to Extend the Compliance Deadline of Edison Electric Institute under RM22-14."
Filed By,"Solar Energy Industries Association American Clean Power Association Advanced Energy United ,",09/28/2023,1,20230928-5135 Go to Doc InfoGo to File List,"Answer of Clean Energy Associations et al. to the September 13, 2023, Motion to Extend the Compliance Deadline of Edison Electric Institute under RM22-14."
Issued By,COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION),09/28/2023,0,20230928-4006 Go to Doc InfoGo to File List,"Commissioner James P. Danly's response to U.S. Senator Charles E. Schumer's July 20, 2023 letter re FERC's proposed rulemakings on transmission planning and cost allocation etc. under RM22-14 et al."
Issued By,"SECRETARY OF THE COMMISSION, FERC",09/28/2023,1,20230928-3000 Go to Doc InfoGo to File List,Notice of Denial of Rehearing by Operation of Law and Providing for Further Consideration re Improvements to Generator Interconnection Procedures and Agreements under RM22-14.
Filed By,New England Power Pool Participants Committee,10/02/2023,0,20231002-5316 Go to Doc InfoGo to File List,"Motion of New England Power Pool Participants Committee requesting an extension of time of 45 calendar days for ISO New England Inc. et al. to comply with the Final Rule issued in Order No. 2023 on July 28, 2023, under RM22-14."
Filed By,California Independent System Operator Corporation,10/05/2023,0,20231005-5087 Go to Doc InfoGo to File List,Comments of California Independent System Operator Corporation in Support of Joint Motion for Extension of Time to submit compliance filings under RM22-14.
Filed By,"Southwest Power Pool, Inc.",10/06/2023,0,20231006-5222 Go to Doc InfoGo to File List,"Motion to Extend Compliance Deadline and Request for Expedited Consideration and Action of Southwest Power Pool, Inc. under RM22-14."
Filed By,FirstEnergy Service Company,10/06/2023,1,20231006-5206 Go to Doc InfoGo to File List,Petition for Review filed in the United States Court of Appeals for the Sixth Circuit of FirstEnergy Service Company re FERC’s Order No. 2023 under RM22-14. (Case No. 23-3815).
Filed By,"American Clean Power Association Advanced Energy United Solar Energy Industries Association ,",10/06/2023,1,20231006-5207 Go to Doc InfoGo to File List,"Petition for Review filed in the United States Court of Appeals for the District of Columbia Circuit of Advance Energy United et al, re FERC’s Order No. 2023 under RM22-14."
