index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
299,Filed By,Advanced Energy Economy,11/30/2021,0,20211130-5227 Go to Doc InfoGo to File List,Reply Comments of Advanced Energy Economy under RM21-17.,20211130-5227
300,Filed By,The Dayton Power and Light Company,10/12/2021,0,20211012-5571 Go to Doc InfoGo to File List,Comments of The Dayton Power and Light Company d/b/a AES Ohio under RM21-17.,20211012-5571
301,Filed By,Arizona Public Service Company,10/12/2021,0,20211012-5572 Go to Doc InfoGo to File List,Comments of Arizona Public Service Company under RM21-17.,20211012-5572
302,Filed By,Michigan Public Service Commission,10/12/2021,0,20211012-5575 Go to Doc InfoGo to File List,Comments of the Michigan Public Service Commission under Docket No. RM21-17,20211012-5575
303,Filed By,Foundation for Resilient Societies,10/12/2021,0,20211012-5577 Go to Doc InfoGo to File List,Comments of Foundation for Resilient Societies presenting five basic proposals and asking for Reply Comments under RM21-17.,20211012-5577
304,Filed By,Duquesne Light Company,10/12/2021,0,20211012-5578 Go to Doc InfoGo to File List,Comments of Duquesne Light Company under RM21-17.,20211012-5578
305,Filed By,Solar Energy Industries Association,10/12/2021,0,20211012-5580 Go to Doc InfoGo to File List,Comments of Solar Energy Industries Association under RM21-17.,20211012-5580
306,Filed By,ISO New England Inc.,10/12/2021,0,20211012-5581 Go to Doc InfoGo to File List,ISO New England Inc. Comments in Response to the Advanced Notice of Proposed Rulemaking in RM21-17.,20211012-5581
307,Filed By,California Independent System Operator Corporation,10/12/2021,0,20211012-5583 Go to Doc InfoGo to File List,Comments of the California Independent System Operator Corporation under RM21-17,20211012-5583
308,Filed By,CONNECTICUT ATTORNEY GENERAL WILLIAM TONG Connecticut Department of Energy and Environmental Protectio,10/12/2021,0,20211012-5584 Go to Doc InfoGo to File List,Comments of the State Agencies under RM21-17.,20211012-5584
309,Filed By,"DTE Electric Company Alliant Energy Corporate Services, Inc. Consumers Energy Company ,",10/12/2021,0,20211012-5585 Go to Doc InfoGo to File List,"Initial Comments of Alliant Energy Corporation Services, Inc., Consumers Energy Company and DTE Electric Company under RM21-17.",20211012-5585
310,Filed By,Massachusetts Attorney General Maura Healey,10/12/2021,0,20211012-5586 Go to Doc InfoGo to File List,Comments of Massachusetts Attorney General Maura Healey under RM21-17.,20211012-5586
311,Filed By,Berkshire Hathaway Energy Company,10/12/2021,0,20211012-5627 Go to Doc InfoGo to File List,Initial Comments of Berkshire Hathaway Energy Company under RM21-17.,20211012-5627
312,Filed By,Ohio Consumers' Counsel,10/12/2021,0,20211012-5632 Go to Doc InfoGo to File List,Comments of Office of the Ohio Consumers' Counsel under RM21-17,20211012-5632
313,Filed By,"Avangrid, Inc.",10/12/2021,0,20211012-5639 Go to Doc InfoGo to File List,"Initial Comments of Avangrid, Inc. under RM21-17.",20211012-5639
315,Filed By,"Tenaska, Inc.",10/12/2021,0,20211012-5641 Go to Doc InfoGo to File List,"Comments of Tenaska, Inc. on the Advance Notice of Proposed Rulemaking under RM21-17.",20211012-5641
316,Filed By,National Rural Electric Cooperative Association,10/12/2021,0,20211012-5643 Go to Doc InfoGo to File List,Comments of National Rural Electric Cooperative Association under RM21-17.,20211012-5643
317,Filed By,Industrial Customer Organizations,10/12/2021,0,20211012-5653 Go to Doc InfoGo to File List,Joint Comments of the Industrial Customer Organizations under RM21-17.,20211012-5653
320,Filed By,"East Kentucky Power Cooperative, Inc.",10/12/2021,0,20211012-5380 Go to Doc InfoGo to File List,"Comments of East Kentucky Power Cooperative, Inc. under RM21-17.",20211012-5380
323,Filed By,El Paso Electric Company (EPE),10/12/2021,0,20211012-5383 Go to Doc InfoGo to File List,Initial Comments of El Paso Electric Company under RM21-17.,20211012-5383
324,Filed By,Rail Electrification Council,10/12/2021,0,20211012-5384 Go to Doc InfoGo to File List,Comments of the Rail Electrification Council under RM21-17.,20211012-5384
325,Filed By,Six Cities CA,10/12/2021,0,20211012-5386 Go to Doc InfoGo to File List,"Comments of the Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, California under RM21-17.",20211012-5386
326,Filed By,Transmission Access Policy Study Group,10/12/2021,0,20211012-5388 Go to Doc InfoGo to File List,Comments of Transmission Access Policy Study Group under RM21-17.,20211012-5388
327,Filed By,American Public Power Association,10/12/2021,0,20211012-5392 Go to Doc InfoGo to File List,Initial Comments of the American Public Power Association under RM21-17.,20211012-5392
330,Filed By,"PJM Interconnection, L.L.C.",10/12/2021,0,20211012-5490 Go to Doc InfoGo to File List,"Initial Comments of PJM Interconnection, L.L.C. under RM21-17.",20211012-5490
332,Filed By,Arizona Corporation Commission,10/12/2021,0,20211012-5453 Go to Doc InfoGo to File List,Notice of Intervention and Comments of the Arizona Corporation Commission under RM21-17.,20211012-5453
334,Filed By,"Handy Law, LLC",10/12/2021,0,20211012-5486 Go to Doc InfoGo to File List,"Comments of Handy Law, LLC under RM21-17.",20211012-5486
335,Filed By,MISO Transmission Owners,10/12/2021,0,20211012-5487 Go to Doc InfoGo to File List,Initial Comments of MISO Transmission Owners under RM21-17.,20211012-5487
336,Filed By,American Council on Renewable Energy,10/12/2021,0,20211012-5488 Go to Doc InfoGo to File List,Comments of the American Council on Renewable Energy under RM21-17.,20211012-5488
337,Filed By,San Diego Gas and Electric Company,10/12/2021,0,20211012-5492 Go to Doc InfoGo to File List,Comments of San Diego Gas and Electric Company under RM21-17.,20211012-5492
338,Filed By,UNION OF CONCERNED SCIENTISTS,10/12/2021,0,20211012-5493 Go to Doc InfoGo to File List,Comments of Union of Concerned Scientists under RM21-17.,20211012-5493
339,Filed By,Consumer Organizations,10/12/2021,0,20211012-5255 Go to Doc InfoGo to File List,Comments of Consumer Organizations under RM21-17.,20211012-5255
341,Filed By,"ENVIRONMENTAL LAW & POLICY CENTER National Audubon Society DEFENDERS OF WILDLIFE , Vote Solar , Center for Renewables Integration , National Wildlife Federation ,",10/13/2021,0,20211013-5058 Go to Doc InfoGo to File List,"Comments of National Audubon Society, Environmental Law and Policy Center, Defenders of Wildlife, National Wildlife Federation, Center for Renewables Integration, and Vote Solar under RM21-17.",20211013-5058
342,Filed By,Missouri Farm Bureau,10/13/2021,0,20211013-5060 Go to Doc InfoGo to File List,Comments of Missouri Farm Bureau under RM21-17.,20211013-5060
343,Filed By,"Potomac Economics, Ltd.",10/13/2021,0,20211013-5052 Go to Doc InfoGo to File List,"Comments of Potomac Economics, Limited under RM21-17.",20211013-5052
344,Filed By,"Ample, Inc.",10/13/2021,0,20211013-5053 Go to Doc InfoGo to File List,Ample Inc. comments on Advance Notice of Proposed Rulemaking RM21-17.,20211013-5053
345,Filed By,The Nature Conservancy,10/13/2021,0,20211013-5069 Go to Doc InfoGo to File List,Comments of The Nature Conservancy under RM21-17.,20211013-5069
346,Filed By,Grid United LLC,10/13/2021,0,20211013-5073 Go to Doc InfoGo to File List,Comments of Grid United LLC under RM21-17.,20211013-5073
348,Filed By,Association of Fish and Wildlife Agencies,10/13/2021,0,20211013-5086 Go to Doc InfoGo to File List,Comments of Association of Fish and Wildlife Agencies under RM21-17.,20211013-5086
349,Filed By,AMERICAN FARMLAND TRUST,10/13/2021,0,20211013-5088 Go to Doc InfoGo to File List,Comments of AMERICAN FARMLAND TRUST under RM21-17.,20211013-5088
350,Filed By,"LS Power Grid, LLC",10/13/2021,0,20211013-5092 Go to Doc InfoGo to File List,"Limited Supplemental Comments of LS Power Grid, LLC under RM21-17.",20211013-5092
352,Filed By,"QCoefficient, Inc. QCOEFFICIENT, INC.",10/14/2021,0,20211014-5011 Go to Doc InfoGo to File List,"Comments of QCoefficient, Inc. on the Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection, etc. under RM21-17.",20211014-5011
353,Filed By,BRIDGELINK INVESTMENTS,10/18/2021,0,20211018-0008 Go to Doc InfoGo to File List,Comments of Bridgelink Investments re The Future of Transmission planning under RM21-17.,20211018-0008
354,Filed By,Individual No Affiliation,10/18/2021,0,20211018-5022 Go to Doc InfoGo to File List,Comments of Mike Holly under RM21-17.,20211018-5022
357,Filed By,"Monitoring Analytics, LLC",11/01/2021,0,20211101-5267 Go to Doc InfoGo to File List,"Comments of the Independent Market Monitor for PJM Interconnection, L.L.C. under RM21-17.",20211101-5267
358,Filed By,Oklahoma Corporation Commission,11/01/2021,0,20211101-5289 Go to Doc InfoGo to File List,Reply Comments of Oklahoma Corporation Commission under RM21-17.,20211101-5289
359,Filed By,American Electric Power Service Corporation,11/02/2021,0,20211102-5148 Go to Doc InfoGo to File List,Pre-Technical Conference Comments of Karman Ali on Behalf of American Electric Power Service Corporation under RM21-17.,20211102-5148
366,Filed By,Office of the Attorney General of Virginia,11/09/2021,0,20211109-5188 Go to Doc InfoGo to File List,Reply Comments of the Virginia Office of the Attorney General under RM21-17.,20211109-5188
367,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5151 Go to Doc InfoGo to File List,Reply Comments of Mike Holly under RM21-17.,20211109-5151
369,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5167 Go to Doc InfoGo to File List,Comments of Brandon Crawford and Law Students under RM21-17.,20211109-5167
370,Filed By,Clean Coalition,11/10/2021,0,20211110-5004 Go to Doc InfoGo to File List,Comments of Clean Coalition under RM21-17..,20211110-5004
372,Filed By,United States Department of Energy - Headquarters,11/10/2021,0,20211110-5173 Go to Doc InfoGo to File List,"Pre-Technical Conference Comments of Michelle Manary, Department of Energy under RM21-17.",20211110-5173
376,Filed By,"Potomac Economics, Ltd.",11/12/2021,0,20211112-5060 Go to Doc InfoGo to File List,"Reply Comments of Potomac Economics, Ltd. under RM21-17.",20211112-5060
377,Filed By,Foundation for Resilient Societies,11/12/2021,0,20211112-5137 Go to Doc InfoGo to File List,Reply Comments of the Foundation for Resilient Societies under RM21-17.,20211112-5137
385,Issued By,"SECRETARY OF THE COMMISSION, FERC",11/17/2021,0,20211117-3070 Go to Doc InfoGo to File List,Notice Inviting Post-Technical Conference Comments re Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.,20211117-3070
387,Filed By,Schulte Associates LLC,11/23/2021,0,20211123-5062 Go to Doc InfoGo to File List,Reply Comments of Power from the Prairie LLC under RM21-17.,20211123-5062
388,Filed By,Maryland Public Service Commission,11/24/2021,0,20211124-5134 Go to Doc InfoGo to File List,Reply Comments of Maryland Public Service Commission under RM21-17.,20211124-5134
389,Filed By,CONNECTICUT ATTORNEY GENERAL WILLIAM TONG Connecticut Department of Energy and Environmental Protectio,11/26/2021,0,20211126-5115 Go to Doc InfoGo to File List,"Reply Comments of Connecticut Attorney General William Tong, et. al. under RM21-17.",20211126-5115
390,Filed By,Clean Energy Buyers Association,11/30/2021,0,20211130-5102 Go to Doc InfoGo to File List,Reply Comments of Clean Energy Buyers Association under RM21-17.,20211130-5102
391,Filed By,Great River Energy,11/30/2021,0,20211130-5052 Go to Doc InfoGo to File List,Reply Comments of Great River Energy under RM21-17.,20211130-5052
392,Filed By,"New York Independent System Operator, Inc.",11/30/2021,0,20211130-5120 Go to Doc InfoGo to File List,"Reply Comments of New York Independent System Operator, Inc. under RM21-17.",20211130-5120
394,Filed By,Ameren Services Company,11/30/2021,0,20211130-5208 Go to Doc InfoGo to File List,Reply Comments of Ameren Services Company under RM21-17.,20211130-5208
395,Filed By,National Rural Electric Cooperative Association,11/30/2021,0,20211130-5210 Go to Doc InfoGo to File List,Reply Comments and Post-Technical Conference Comments of National Rural Electric Cooperative Association under RM21-17.,20211130-5210
396,Filed By,Edison Electric Institute,11/30/2021,0,20211130-5214 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM21-17.,20211130-5214
397,Filed By,"Associated Electric Cooperative, Inc. Dalton Utilities Duke Energy Carolinas, LLC and Duke Energy Progress, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company and Kentucky Utilities C , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Tennessee Valley Authority , Southern Company Services, Inc. ,",11/30/2021,0,20211130-5224 Go to Doc InfoGo to File List,Reply Comments of the Sponsors of the Southeastern Regional Transmission Planning Process under RM21-17.,20211130-5224
398,Filed By,Northwest & Intermountain Power Producers Coalition,11/30/2021,0,20211130-5226 Go to Doc InfoGo to File List,Reply Comments of Northwest & Intermountain Power Producers Coalition under RM21-17.,20211130-5226
399,Filed By,Advanced Energy Economy,11/30/2021,0,20211130-5227 Go to Doc InfoGo to File List,Reply Comments of Advanced Energy Economy under RM21-17.,20211130-5227
400,Filed By,"American Clean Power Association Advanced Energy Economy Solar Energy Industries Association , American Council on Renewable Energy ,",06/01/2022,0,20220601-5320 Go to Doc InfoGo to File List,Comments of Clean Energy Coalition under AD21-15 et. al.,20220601-5320
405,Filed By,Smart Electric Power Alliance,07/08/2022,0,20220708-5010 Go to Doc InfoGo to File List,Comments of Smart Electric Power Alliance under RM21-17.,20220708-5010
406,Filed By,Tabors Caramanis Rudkevich,07/18/2022,0,20220718-5106 Go to Doc InfoGo to File List,Comments of Tabors Caramanis Rudkevich under RM21-17.,20220718-5106
408,Filed By,Microgrid Resources Coalition,07/18/2022,0,20220718-5113 Go to Doc InfoGo to File List,Comments of Microgrid Resources Coalition under RM21-17.,20220718-5113
410,Filed By,Georgia Public Service Commission,07/27/2022,0,20220727-5114 Go to Doc InfoGo to File List,Motion of Georgia Public Service Commission for Extension of Time to Submit Comments and Request for Expedited Action under RM21-17.,20220727-5114
412,Filed By,"Potomac Economics, Ltd.",08/04/2022,0,20220804-5002 Go to Doc InfoGo to File List,"Comments of Potomac Economics, Ltd. under RM21-17.",20220804-5002
414,Filed By,LADWP,08/11/2022,0,20220811-5030 Go to Doc InfoGo to File List,Comments of Los Angeles Department of Water and Power under RM21-17.,20220811-5030
416,Filed By,New England Power Pool Participants Committee,08/12/2022,0,20220812-5158 Go to Doc InfoGo to File List,Initial Comments of the New England Power Pool Participants Committee under RM21-17.,20220812-5158
418,Filed By,National Electrical Manufacturers Association,08/15/2022,0,20220815-5021 Go to Doc InfoGo to File List,Comments of National Electrical Manufacturers Association under RM21-17.,20220815-5021
419,Filed By,Individual No Affiliation,08/15/2022,0,20220815-5065 Go to Doc InfoGo to File List,Comments of Handy Law LLC under RM21-17.,20220815-5065
420,Filed By,Vermont Electric Power Company,08/15/2022,0,20220815-5122 Go to Doc InfoGo to File List,"Comments of Vermont Electric Power Company, Inc. et. al. under RM21-17.",20220815-5122
421,Filed By,Alabama Public Service Commission,08/16/2022,0,20220816-5042 Go to Doc InfoGo to File List,Comments of Alabama Public Service Commission under RM21-17.,20220816-5042
422,Filed By,American Council on Renewable Energy,08/16/2022,0,20220816-5085 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy et. al. under RM21-17.,20220816-5085
423,Filed By,Center for Biological Diversity,08/16/2022,0,20220816-5121 Go to Doc InfoGo to File List,Comments of Center for Biological Diversity under RM21-17.,20220816-5121
424,Filed By,UNITED STATES SENATOR,08/16/2022,0,20220816-4000 Go to Doc InfoGo to File List,"Comments of United States Senator John Hickenlooper et al, re the proposed reforms to how to approach critical electric transmission system infrastructure under RM22-14 et al.",20220816-4000
425,Filed By,RMI,08/16/2022,0,20220816-5125 Go to Doc InfoGo to File List,Comments of RMI under RM21-17.,20220816-5125
427,Filed By,"Smart Wires, Inc.",08/16/2022,0,20220816-5126 Go to Doc InfoGo to File List,"Comments of Smart Wires, Inc. under RM21-17.",20220816-5126
428,Filed By,American Council on Renewable Energy,08/16/2022,0,20220816-5129 Go to Doc InfoGo to File List,Comments of American Council on Renewable Energy et. al. under RM21-17.,20220816-5129
429,Filed By,Nebraska Power Review Board,08/16/2022,0,20220816-5133 Go to Doc InfoGo to File List,Comments of Nebraska Power Review Board under RM21-17.,20220816-5133
430,Filed By,GridLab,08/16/2022,0,20220816-5142 Go to Doc InfoGo to File List,Comments of GridLab under RM21-17.,20220816-5142
431,Filed By,Pennsylvania Public Utility Commission,08/16/2022,0,20220816-5053 Go to Doc InfoGo to File List,Comments of Pennsylvania Public Utility Commission under RM21-17.,20220816-5053
432,Filed By,Consumer Organizations,08/16/2022,0,20220816-5006 Go to Doc InfoGo to File List,Joint Comments of Consumer Organizations under RM21-17.,20220816-5006
433,Filed By,"NRG Energy, Inc.",08/16/2022,0,20220816-5007 Go to Doc InfoGo to File List,"Comments of NRG Energy, Inc. under RM21-17.",20220816-5007
434,Filed By,MINNESOTA PUBLIC UTILITIES COMMISSION Minnesota Department of Commerce,08/16/2022,0,20220816-5103 Go to Doc InfoGo to File List,Initial Joint Comments of the Minnesota Public Utilities Commission and Minnesota Department of Commerce under RM21-17.,20220816-5103
436,Filed By,Duke Energy Corporation,08/17/2022,0,20220817-5094 Go to Doc InfoGo to File List,Comments of Duke Energy Corporation under RM21-17.,20220817-5094
437,Filed By,Edison Electric Institute,08/17/2022,0,20220817-5096 Go to Doc InfoGo to File List,Initial Comments of the Edison Electric Institute under RM21-17.,20220817-5096
438,Filed By,Transmission Agency of Northern California,08/17/2022,0,20220817-5101 Go to Doc InfoGo to File List,Comments of the Transmission Agency of Northern California under RM21-17.,20220817-5101
439,Filed By,"Invenergy Solar Development North America LLC Invenergy Thermal Development LLC Invenergy Wind Development North America LLC , Invenergy Transmission LLC ,",08/17/2022,0,20220817-5125 Go to Doc InfoGo to File List,"Comments of Invenergy Solar Development North America LLC, et. al. under RM21-17.",20220817-5125
440,Filed By,Developers Advocating Transmission Advancements,08/17/2022,0,20220817-5078 Go to Doc InfoGo to File List,Initial Comments of Developers Advocating Transmission Advancements under RM21-17.,20220817-5078
441,Filed By,National Association of State Energy Officials,08/17/2022,0,20220817-5085 Go to Doc InfoGo to File List,Comments of the National Association of State Energy Officials under RM21-17.,20220817-5085
442,Filed By,Large Public Power Council,08/17/2022,0,20220817-5115 Go to Doc InfoGo to File List,Comments of Large Public Power Council under RM21-17.,20220817-5115
443,Filed By,Public Utilities Commission of Nevada,08/17/2022,0,20220817-5128 Go to Doc InfoGo to File List,Initial Comments of Public Utilities Commission of Nevada under RM21-17.,20220817-5128
444,Filed By,"PacifiCorp NV Energy, Inc.",08/17/2022,0,20220817-5120 Go to Doc InfoGo to File List,"Comments of PacifiCorp, et. al. under RM21-17.",20220817-5120
445,Filed By,"Middle River Power, LLC",08/17/2022,0,20220817-5122 Go to Doc InfoGo to File List,"Initial Comments of Middle River Power, LLC under RM21-17.",20220817-5122
446,Filed By,"Organization of MISO States, Inc.",08/17/2022,0,20220817-5123 Go to Doc InfoGo to File List,"Initial Comments of the Organization of Midcontinent Independent System Operator States, Inc. under RM21-17.",20220817-5123
447,Filed By,"Dominion Energy Services, Inc.",08/17/2022,0,20220817-5084 Go to Doc InfoGo to File List,"Comments of Dominion Energy Services, Inc. under RM21-17.",20220817-5084
448,Filed By,New York Power Authority,08/17/2022,0,20220817-5087 Go to Doc InfoGo to File List,"Comments of New York Power Authority, Inc. under RM21-17.",20220817-5087
449,Filed By,Form Energy,08/17/2022,0,20220817-5089 Go to Doc InfoGo to File List,"Comments of Form Energy, Inc. under RM21-17.",20220817-5089
450,Filed By,Pattern Energy Group LP,08/17/2022,0,20220817-5090 Go to Doc InfoGo to File List,Comments of Pattern Energy Group LP under RM21-17.,20220817-5090
451,Filed By,Business Council for Sustainable Energy,08/17/2022,0,20220817-5119 Go to Doc InfoGo to File List,Comments of the Business Council for Sustainable Energy under RM21-17.,20220817-5119
452,Filed By,Iowa Utilities Board,08/17/2022,0,20220817-5319 Go to Doc InfoGo to File List,Comments of Iowa Utilities Board under RM21-17.,20220817-5319
453,Filed By,ENVIRONMENTAL LAW & POLICY CENTER,08/17/2022,0,20220817-5313 Go to Doc InfoGo to File List,Comments of Conservation and Renewable Energy (CARE) Coalition under RM21-17.,20220817-5313
454,Filed By,MISO Transmission Owners,08/17/2022,0,20220817-5317 Go to Doc InfoGo to File List,Initial Comments of the MISO Transmission Owners under RM21-17.,20220817-5317
455,Filed By,North Carolina Utilities Commission Public Staff,08/17/2022,0,20220817-5318 Go to Doc InfoGo to File List,Joint Comments of the Non-RTO NASUCA States under RM21-17.,20220817-5318
456,Filed By,Indiana Utility Regulatory Commission,08/17/2022,0,20220817-5018 Go to Doc InfoGo to File List,Comments of Indiana Utility Regulatory Commission under RM21-17.,20220817-5018
457,Filed By,"Market Monitoring Unit of Southwest Power Pool, Inc.",08/17/2022,0,20220817-5035 Go to Doc InfoGo to File List,Comments of Market Monitoring Unit of Southwest Power Pool under RM21-17.,20220817-5035
458,Filed By,ELCON,08/17/2022,0,20220817-5057 Go to Doc InfoGo to File List,Comments of Electricity Consumers Resource Council under RM21-17.,20220817-5057
459,Filed By,Great River Energy,08/17/2022,0,20220817-5060 Go to Doc InfoGo to File List,Comments of the Coalition of Midcontinent Independent System Operator Generation and Transmission Cooperatives under RM21-17.,20220817-5060
460,Filed By,Clean Energy States Alliance,08/17/2022,0,20220817-5162 Go to Doc InfoGo to File List,Comments of Clean Energy States Alliance under RM21-17.,20220817-5162
461,Filed By,"International Transmission Company, et al.",08/17/2022,0,20220817-5163 Go to Doc InfoGo to File List,"Comments of International Transmission Company, et al. under RM21-17.",20220817-5163
462,Filed By,Attorney General's Office,08/17/2022,0,20220817-5164 Go to Doc InfoGo to File List,Comments of Washington Utilities and Transportation Commission et. al. under RM21-17.,20220817-5164
463,Filed By,New England for Offshore Wind,08/17/2022,0,20220817-5184 Go to Doc InfoGo to File List,Comments of New England for Offshore Wind under RM21-17.,20220817-5184
464,Filed By,"Massachusetts Municipal Wholesale Electric Company New Hampshire Electric Cooperative, Inc. Connecticut Municipal Electric Energy Cooperative , Vermont Public Power Supply Authority ,",08/17/2022,0,20220817-5189 Go to Doc InfoGo to File List,"Comments of Massachusetts Municipal Wholesale Electric Company, et. al. under RM21-17.",20220817-5189
465,Filed By,Southern Renewable Energy Association,08/17/2022,0,20220817-5204 Go to Doc InfoGo to File List,Comments of Southern Renewable Energy Association under RM21-17.,20220817-5204
466,Filed By,Six Cities CA,08/17/2022,0,20220817-5205 Go to Doc InfoGo to File List,"Comments on Behalf of the Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, California under RM21-17.",20220817-5205
467,Filed By,Advanced Energy Buyers Group,08/17/2022,0,20220817-5219 Go to Doc InfoGo to File List,Comments of Advanced Energy Buyers Group under RM21-17.,20220817-5219
468,Filed By,"American Municipal Power, Inc.",08/17/2022,0,20220817-5220 Go to Doc InfoGo to File List,"Comments of American Municipal Power, Inc. under RM21-17.",20220817-5220
469,Filed By,"City of New York, New York",08/17/2022,0,20220817-5233 Go to Doc InfoGo to File List,"Initial Comments of City of New York, New York under RM21-17.",20220817-5233
470,Filed By,"Utility Intervention Unit, New York State Department of Stat",08/17/2022,0,20220817-5235 Go to Doc InfoGo to File List,"Comments of Utility Intervention Unit, New York State Department of State under RM21-17.",20220817-5235
471,Filed By,"Pine Gate Renewables, LLC",08/17/2022,0,20220817-5049 Go to Doc InfoGo to File List,"Comments of Pine Gate Renewables, LLC under RM21-17.",20220817-5049
472,Filed By,"Handy Law, LLC",08/17/2022,0,20220817-5050 Go to Doc InfoGo to File List,"Motion to Intervene and Comments of Handy Law, LLC under RM21-17.",20220817-5050
473,Filed By,R Street Institute,08/17/2022,0,20220817-5207 Go to Doc InfoGo to File List,Comments of the R Street Institute under RM21-17.,20220817-5207
474,Filed By,Massachusetts Attorney General Maura Healey,08/17/2022,0,20220817-5210 Go to Doc InfoGo to File List,Initial Comments of Massachusetts Attorney General Maura Healey under RM21-17.,20220817-5210
475,Filed By,"New York Transmission Owners Central Hudson Gas & Electric Corporation New York Power Authority , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation , Niagara Mohawk d/b/a/ National Grid , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , Long Island Power Authority ,",08/17/2022,0,20220817-5212 Go to Doc InfoGo to File List,"Comments of New York Transmission Owners, et. al. under RM21-17.",20220817-5212
476,Filed By,"Avangrid, Inc.",08/17/2022,0,20220817-5244 Go to Doc InfoGo to File List,"Comments of Avangrid, Inc. under RM21-17.",20220817-5244
477,Filed By,Idaho Public Utilities Commission,08/17/2022,0,20220817-5245 Go to Doc InfoGo to File List,Comments of Idaho Public Utilities Commission under RM21-17.,20220817-5245
478,Filed By,The Office of the Ohio Consumers' Counsel,08/17/2022,0,20220817-5260 Go to Doc InfoGo to File List,Comments of The Office of the Ohio Consumers' Counsel under RM21-17.,20220817-5260
479,Filed By,"NextEra Energy, Inc.",08/17/2022,0,20220817-5265 Go to Doc InfoGo to File List,"Initial Comments of NextEra Energy, Inc. under RM21-17.",20220817-5265
480,Filed By,CPUC,08/17/2022,0,20220817-5255 Go to Doc InfoGo to File List,Initial Comments of the California Public Utilities Commission under RM21-17.,20220817-5255
481,Filed By,New Mexico Renewable Energy Transmission Authority,08/17/2022,0,20220817-5256 Go to Doc InfoGo to File List,Comments of the New Mexico Renewable Energy Transmission Authority under RM21-17.,20220817-5256
482,Filed By,Electricity Transmission Competition Coalition,08/17/2022,0,20220817-5258 Go to Doc InfoGo to File List,Comments by the Electricity Transmission Competition Coalition in Opposition to Certain Aspects of the Proposed Rule under RM21-17.,20220817-5258
483,Filed By,California Department of Water Resources State Water Project,08/17/2022,0,20220817-5259 Go to Doc InfoGo to File List,Comments of California Department of Water Resources State Water Project under RM21-17.,20220817-5259
484,Filed By,Eversource Energy Service Company,08/17/2022,0,20220817-5266 Go to Doc InfoGo to File List,Comments of Eversource Energy Service Company under RM21-17.,20220817-5266
485,Filed By,California Independent System Operator Corporation,08/17/2022,0,20220817-5290 Go to Doc InfoGo to File List,Comments of California Independent System Operator Corporation under RM21-17.,20220817-5290
486,Filed By,Transmission Dependent Utility Systems,08/17/2022,0,20220817-5314 Go to Doc InfoGo to File List,Comments of The Transmission Dependent Utility Systems under RM21-17.,20220817-5314
487,Filed By,National Rural Electric Cooperative Association,08/17/2022,0,20220817-5316 Go to Doc InfoGo to File List,Comments of National Rural Electric Cooperative Association under RM21-17.,20220817-5316
488,Filed By,Omaha Public Power District,08/17/2022,0,20220817-5252 Go to Doc InfoGo to File List,Comments of Omaha Public Power District under RM21-17.,20220817-5252
489,Filed By,Ohio Federal Energy Advocate,08/17/2022,0,20220817-5254 Go to Doc InfoGo to File List,Comments of the Public Utilities Commission of Ohio's Office of the Federal Energy Advocate under RM21-17.,20220817-5254
490,Filed By,"NATURAL RESOURCES DEFENSE COUNCIL Sustainable FERC Project Western Resources Advocates , Environmental Defense Fund , Southface Institute , SOUTHERN ENVIRONMENTAL LAW CENTER , Acadia Center , Conservation Law Foundation , NW Energy Coalition , Fresh Energy , Sierra Club ,",08/17/2022,0,20220817-5270 Go to Doc InfoGo to File List,Comments of Public Interest Organizations under RM21-17.,20220817-5270
491,Filed By,California Municipal Utilities Association,08/17/2022,0,20220817-5272 Go to Doc InfoGo to File List,Comments of the California Municipal Utilities Association under RM21-17.,20220817-5272
492,Filed By,Arizona Public Service Company,08/17/2022,0,20220817-5275 Go to Doc InfoGo to File List,Comments of Arizona Public Service Company under RM21-17.,20220817-5275
493,Filed By,"Americans for Fair Energy Prices, Inc.",08/17/2022,0,20220817-5278 Go to Doc InfoGo to File List,"Comments of Americans for Fair Energy Prices, Inc. under RM21-17.",20220817-5278
494,Filed By,"Entergy Services, LLC Entergy Arkansas, LLC Entergy Louisiana, LLC , Entergy Mississippi, LLC , Entergy New Orleans, LLC , Entergy Texas, Inc. ,",08/17/2022,0,20220817-5315 Go to Doc InfoGo to File List,"Initial Comments of Entergy Services, LLC, et. al. under RM21-17.",20220817-5315
497,Filed By,NAACP Grand Rapids,08/17/2022,0,20220817-5284 Go to Doc InfoGo to File List,Comments of Greater Grand Rapids Chapter of the National Association for the Advancement of Colored People under RM21-17.,20220817-5284
